Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars,Director,Writer,Cast,Country of Origin,Languages
1990.0,Dances with Wolves,19000000,184208842,424208805,8.0,181,Adventure,72.0,Kevin Costner,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant']",Kevin Costner,Michael Blake,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant, Floyd 'Red Crow' Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman, Nathan Lee Chasing His Horse, Michael Spears, Jason R. Lone Hill, Tony Pierce, Doris Leader Charge, Tom Everett, Larry Joshua, Kirk Baltz",United States,"English, Sioux, Pawnee"
2007.0,Gone Baby Gone,19000000,20300218,34359030,7.6,114,Crime,72.0,Ben Affleck,"['Morgan Freeman', 'Ed Harris', 'Casey Affleck', 'Michelle Monaghan']",Ben Affleck,"Ben Affleck, Aaron Stockard, Dennis Lehane","Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan, John Ashton, Amy Ryan, Amy Madigan, Titus Welliver, Michael Kenneth Williams, Edi Gathegi, Mark Margolis, Madeline O'Brien, George Carroll, Trudi Goodman, Matthew Maher, Jill Quigg, Sean Malone, Brian Scannell",United States,English
1998.0,Fear and Loathing in Las Vegas,18500000,10680275,13711903,7.5,118,Adventure,41.0,Terry Gilliam,"['Johnny Depp', 'Benicio Del Toro', 'Tobey Maguire', 'Michael Lee Gogin']",Terry Gilliam,"Hunter S. Thompson, Terry Gilliam, Tony Grisoni","Johnny Depp, Benicio Del Toro, Tobey Maguire, Michael Lee Gogin, Larry Cedar, Brian Le Baron, Katherine Helmond, Michael Warwick, Craig Bierko, Tyde Kierney, Mark Harmon, Tim Thomerson, Richard Riehle, Ransom Gates, Laraine Newman, Frank Romano, Gil Boccaccio, Gary Bruno",United States,English
1984.0,Amadeus,18000000,51973029,51973029,8.4,160,Biography,88.0,Milos Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']",Milos Forman,"Peter Shaffer, Zdenek Mahler","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice, Simon Callow, Christine Ebersole, Jeffrey Jones, Charles Kay, Kenneth McMillan, Kenny Baker, Lisbeth Bartlett, Barbara Bryne, Martin Cavina, Roderick Cook, Milan Demjanenko, Peter DiGesu, Richard Frank, Patrick Hines",United States,"English, Italian, Latin, German, French"
2013.0,Blue Jasmine,18000000,33404871,102912961,7.3,98,Comedy,78.0,Woody Allen,"['Cate Blanchett', 'Alec Baldwin', 'Peter Sarsgaard', 'Sally Hawkins']",Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins, Joy Carlin, Richard Conti, Glen Caspillo, Charlie Tahan, Annie McNamara, Daniel Jenks, Max Rutherford, Andrew Dice Clay, Tammy Blanchard, Kathy Tong, Ted Neustadt, Andrew Long, Laurena Allan, John Harrington Bland",United States,English
2006.0,United 93,18000000,31567134,77635035,7.6,111,Action,90.0,Paul Greengrass,"['David Alan Basche', 'Olivia Thirlby', 'Liza Colón-Zayas', 'J.J. Johnson']",Paul Greengrass,Paul Greengrass,"David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson, Gary Commock, Polly Adams, Opal Alladin, Starla Benford, Trish Gates, Nancy McDoniel, Richard Bekins, Susan Blommaert, Ray Charleson, Christian Clemenson, Lorna Dallas, Denny Dillon, Trieste Kelly Dunn, Kate Jennings Grant",United States,"English, Arabic, German"
1980.0,Raging Bull,18000000,23380203,23380513,8.1,129,Biography,90.0,Martin Scorsese,"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent']",Martin Scorsese,"Jake LaMotta, Joseph Carter, Peter Savage","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono, Frank Topham, Lori Anne Flax, Charles Scorsese, Don Dunphy, Bill Hanrahan, Rita Bennett, James V. Christy, Bernie Allen, Floyd Anderson",United States,English
1981.0,Blow Out,18000000,13747234,13747988,7.4,108,Crime,86.0,Brian De Palma,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz']",Brian De Palma,"Brian De Palma, Bill Mesce Jr.","John Travolta, Nancy Allen, John Lithgow, Dennis Franz, Peter Boyden, Curt May, John Aquino, John McMartin, Deborah Everton, J. Patrick McNamara, Missy Cleveland, Roger Wilson, Lori-Nan Engler, Cindy Manion, Missy Crutchfield, Marcy Bigelman, Ann Kelly, Dean Bennett",United States,English
1994.0,Ed Wood,18000000,5828466,5828734,7.8,127,Biography,70.0,Tim Burton,"['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette']",Tim Burton,"Rudolph Grey, Scott Alexander, Larry Karaszewski","Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, G.D. Spradlin, Vincent D'Onofrio, Bill Murray, Mike Starr, Max Casella, Brent Hinkley, Lisa Marie, George 'The Animal' Steele, Juliet Landau, Clive Rosengren, Norman Alden, Leonard Termo, Ned Bellamy",United States,English
2008.0,RocknRolla,18000000,5700626,27794339,7.2,114,Action,53.0,Guy Ritchie,"['Gerard Butler', 'Tom Wilkinson', 'Idris Elba', 'Thandiwe Newton']",Guy Ritchie,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba, Thandiwe Newton, Mark Strong, Tom Hardy, Karel Roden, Toby Kebbell, Jeremy Piven, Ludacris, Jimi Mistry, Matt King, Geoff Bell, Dragan Micanovic, Michael Ryan, Nonso Anozie, Gemma Arterton, David Bark-Jones",United Kingdom,"English, Russian"
2007.0,Superbad,17500000,121463226,169955142,7.6,113,Comedy,76.0,Greg Mottola,"['Michael Cera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'Bill Hader']",Greg Mottola,"Seth Rogen, Evan Goldberg","Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan, Clement Blake, Erica Vittina Phillips, Joe Nunez, Dave Franco, Marcella Lentz-Pope, Scott Gerbacia, Laura Seay, Roger Iwami",United States,English
2019.0,Hotel Mumbai,17300000,9619500,21132855,7.6,123,Action,62.0,Anthony Maras,"['Dev Patel', 'Armie Hammer', 'Nazanin Boniadi', 'Anupam Kher']",Anthony Maras,"John Collee, Anthony Maras","Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher, Amandeep Singh, Suhail Nayyar, Manoj Mehra, Dinesh Kumar, Amritpal Singh, Kapil Kumar Netra, Adithi Kalkunte, Alex Pinder, Vipin Sharma, Tilda Cobham-Hervey, Jason Isaacs, Gaurav Paswala, Natasha Liu Bordizzo, Angus McLaren",Australia,"Hindi, English"
2018.0,A Quiet Place,17000000,188024361,334876670,7.5,90,Drama,82.0,John Krasinski,"['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe']",John Krasinski,"Bryan Woods, Scott Beck, John Krasinski","Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cade Woodward, Leon Russom, Rhoda Pell",United States,"American Sign Language, English"
2004.0,Sideways,17000000,71502303,109726800,7.5,127,Comedy,94.0,Alexander Payne,"['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen', 'Sandra Oh']",Alexander Payne,"Rex Pickett, Alexander Payne, Jim Taylor","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Alysia Reiner, Shake Tukhmanyan, Shaun Duke, Robert Covarrubias, Patrick Gallagher, Stephanie Faracy, Joe Marinelli, Chris Burroughs, Toni Howard, Khoren Babouchian",United States,"English, Armenian, French"
2006.0,Running Scared,17000000,6855137,9729088,7.3,122,Action,41.0,Wayne Kramer,"['Paul Walker', 'Cameron Bright', 'Chazz Palminteri', 'Vera Farmiga']",Wayne Kramer,Wayne Kramer,"Paul Walker, Cameron Bright, Chazz Palminteri, Vera Farmiga, Karel Roden, Johnny Messner, Ivana Milicevic, Alex Neuberger, Michael Cudlitz, Bruce Altman, Elizabeth Mitchell, Arthur J. Nascarella, John Noble, Idalis DeLeon, David Warshofsky, Jim Tooey, Thomas Rosales Jr., Morgan Johnson",Germany,"English, Russian, Spanish"
1987.0,Wall Street,16500000,43848100,43848100,7.3,126,Crime,56.0,Oliver Stone,"['Charlie Sheen', 'Michael Douglas', 'Tamara Tunie', 'Franklin Cover']",Oliver Stone,"Stanley Weiser, Oliver Stone","Charlie Sheen, Michael Douglas, Tamara Tunie, Franklin Cover, Chuck Pfeiffer, John C. McGinley, Hal Holbrook, James Karen, Leslie Lyles, Faith Geer, Frank Adonis, John Capodice, Martin Sheen, Suzen Murakoshi, Dani Klein, François Giroday, Josh Mostel, Ann Talman",United States,English
2006.0,The Illusionist,16500000,39868642,83792062,7.5,110,Drama,68.0,Neil Burger,"['Edward Norton', 'Jessica Biel', 'Paul Giamatti', 'Rufus Sewell']",Neil Burger,"Neil Burger, Steven Millhauser","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell, Eddie Marsan, Jake Wood, Tom Fisher, Aaron Taylor-Johnson, Eleanor Tomlinson, Karl Johnson, Vincent Franklin, Nicholas Blane, Philip McGough, Erich Redman, Michael Carter, Vanessa Gendron, Matthew Blood-Smyth, David Forest",United States,English
2006.0,The Illusionist,16500000,39868642,83792062,7.5,80,Animation,82.0,Sylvain Chomet,"['Jean-Claude Donda', 'Eilidh Rankin', 'Duncan MacNeil', 'Raymond Mearns']",Neil Burger,"Neil Burger, Steven Millhauser","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell, Eddie Marsan, Jake Wood, Tom Fisher, Aaron Taylor-Johnson, Eleanor Tomlinson, Karl Johnson, Vincent Franklin, Nicholas Blane, Philip McGough, Erich Redman, Michael Carter, Vanessa Gendron, Matthew Blood-Smyth, David Forest",United States,English
1982.0,The Verdict,16000000,53977250,53977250,7.7,129,Drama,77.0,Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']",Sidney Lumet,"Barry Reed, David Mamet, Jay Presson Allen","Paul Newman, Charlotte Rampling, Jack Warden, James Mason, Milo O'Shea, Lindsay Crouse, Edward Binns, Julie Bovasso, Roxanne Hart, James Handy, Wesley Addy, Joe Seneca, Lewis J. Stadlen, Kent Broadhurst, Colin Stinton, Burtt Harris, Scott Rhyne, Susan Benenson",United States,English
2012.0,Moonrise Kingdom,16000000,45512466,68848446,7.8,94,Comedy,84.0,Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']",Wes Anderson,"Wes Anderson, Roman Coppola","Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray, Edward Norton, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Lucas Hedges, Charlie Kilgore, Andreas Sheikh, Chandler Frantz, Robert Hadlock, L.J. Foley, Gabriel Rush, Seamus Davey-Fitzpatrick, Tommy Nelson",United States,English
2021.0,Nobody,16000000,27268035,57210518,7.4,92,Action,64.0,Ilya Naishuller,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Christopher Lloyd']",Ilya Naishuller,Derek Kolstad,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd, Michael Ironside, Colin Salmon, RZA, Billy MacLellan, Araya Mengesha, Gage Munroe, Paisley Cadorath, Aleksandr Pal, Humberly González, Edsson Morales, J.P. Manoux, Adrian McLean, Ilya Naishuller, Sergey Shnurov",United States,"English, Russian, Spanish"
1987.0,Radio Days,16000000,14792779,14792779,7.4,88,Comedy,74.0,Woody Allen,"['Mia Farrow', 'Dianne Wiest', 'Mike Starr', 'Paul Herman']",Woody Allen,Woody Allen,"Mia Farrow, Dianne Wiest, Mike Starr, Paul Herman, Don Pardo, Martin Rosenblatt, Helen Miller, Danielle Ferland, Julie Kavner, Julie Kurnitz, David Warrilow, Wallace Shawn, Mick Murray, William Flanagan, Seth Green, Michael Tucker, Josh Mostel, Renée Lippin",United States,"English, Spanish, Italian"
2010.0,Enter the Void,16000000,337997,1467278,7.2,161,Drama,69.0,Gaspar Noé,"['Nathaniel Brown', 'Paz de la Huerta', 'Cyril Roy', 'Olly Alexander']",Gaspar Noé,"Gaspar Noé, Lucile Hadzihalilovic","Nathaniel Brown, Paz de la Huerta, Cyril Roy, Olly Alexander, Masato Tanno, Ed Spear, Emily Alyn Lind, Jesse Kuhn, Nobu Imai, Sakiko Fukuhara, Janice Béliveau-Sicotte, Sara Stockbridge, Stuart Miller, Emi Takeuchi, Rumiko Kimishima, Akira Kuzuki, Sayuki Nakamura, Kaori Nakamura",France,"English, Japanese"
1982.0,Tootsie,15000000,177200000,177200000,7.4,116,Comedy,88.0,Sydney Pollack,"['Dustin Hoffman', 'Jessica Lange', 'Teri Garr', 'Dabney Coleman']",Sydney Pollack,"Don McGuire, Larry Gelbart, Murray Schisgal","Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman, Charles Durning, Bill Murray, Sydney Pollack, George Gaynes, Geena Davis, Doris Belack, Ellen Foley, Peter Gatto, Lynne Thigpen, Ronald L. Schwary, Debra Mooney, Amy Lawrence, Kenny Sinclair, Susan Merson",United States,English
2016.0,10 Cloverfield Lane,15000000,72082999,108286422,7.2,103,Drama,76.0,Dan Trachtenberg,"['John Goodman', 'Mary Elizabeth Winstead', 'John Gallagher Jr.', 'Douglas M. Griffin']",Dan Trachtenberg,"Josh Campbell, Matt Stuecken, Damien Chazelle","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin, Suzanne Cryer, Bradley Cooper, Sumalee Montano, Frank Mottek, Kayla Bechor",United States,English
1987.0,Lethal Weapon,15000000,65192350,120192350,7.6,109,Action,68.0,Richard Donner,"['Mel Gibson', 'Danny Glover', 'Gary Busey', 'Mitchell Ryan']",Richard Donner,"Shane Black, Jeffrey Boam","Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan, Tom Atkins, Darlene Love, Traci Wolfe, Jackie Swanson, Damon Hines, Ebonie Smith, Bill Kalmenson, Lycia Naff, Patrick Cameron, Don Gordon, Jimmie F. Skaggs, Jason Ronard, Blackie Dammett, Gail Bowman",United States,English
2006.0,The Queen,15000000,56441711,128885873,7.3,103,Biography,91.0,Stephen Frears,"['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Alex Jennings']",Stephen Frears,Peter Morgan,"Helen Mirren, Michael Sheen, James Cromwell, Alex Jennings, Roger Allam, Sylvia Syms, Tim McMullan, Robin Soans, Lola Peploe, Douglas Reith, Joyce Henderson, Pat Laffan, Amanda Hadingue, John McGlynn, Gray O'Brien, Dolina MacLennan, Jake Taylor Shantos, Dash Barber",United Kingdom,"English, German, French"
1979.0,The Deer Hunter,15000000,50000000,50057795,8.1,183,Drama,86.0,Michael Cimino,"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",Michael Cimino,"Michael Cimino, Deric Washburn, Louis Garfinkle","Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep, George Dzundza, Chuck Aspegren, Shirley Stoler, Rutanya Alda, Pierre Segui, Mady Kaplan, Amy Wright, Mary Ann Haenel, Richard Kuss, Joe Grifasi, Christopher Colombi Jr., Victoria Karnafel, Jack Scardino",United States,"English, Vietnamese, French, Russian, Cantonese"
2011.0,Drive,15000000,35060689,81357930,7.8,100,Action,78.0,Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']",Nicolas Winding Refn,"Hossein Amini, James Sallis","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks, Ron Perlman, Kaden Leos, Jeff Wolfe, James Biberi, Russ Tamblyn, Joe Bucaro III, Tiara Parker, Tim Trella, Jimmy Hart, Tina Huang, Andy San Dimas, John Pyper-Ferguson",United States,"English, Spanish"
2007.0,The Great Debaters,15000000,30226144,30261293,7.5,126,Biography,65.0,Denzel Washington,"['Denzel Washington', 'Forest Whitaker', 'Kimberly Elise', 'Nate Parker']",Denzel Washington,"Robert Eisele, Jeffrey Porro, Tony Scherman","Denzel Washington, Forest Whitaker, Kimberly Elise, Nate Parker, Jurnee Smollett, Denzel Whitaker, Jermaine Williams, Gina Ravera, John Heard, Devyn A. Tyler, Trenton McClain Boyd, Ritchie Montgomery, Jackson Walker, Tim Parati, Robert X. Golphin, Justice Leak, Glen Powell, Brad Watkins",United States,English
1997.0,Grosse Pointe Blank,15000000,28084357,31070412,7.3,107,Action,76.0,George Armitage,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack']",George Armitage,"Tom Jankiewicz, D.V. DeVincentis, Steve Pink","John Cusack, Minnie Driver, Dan Aykroyd, Joan Cusack, Alan Arkin, Hank Azaria, K. Todd Freeman, Jeremy Piven, Mitchell Ryan, Michael Cudlitz, Benny Urquidez, Duffy Taylor, Audrey Kissel, Carlos Jacott, Brian Powell, Ann Cusack, D.V. DeVincentis, Barbara Harris",United States,English
2000.0,Love & Basketball,15000000,27441122,27709625,7.2,124,Drama,72.0,Gina Prince,"['Sanaa Lathan', 'Omar Epps', 'Glenndon Chatman', 'Jess Willard']",Gina Prince-Bythewood,Gina Prince-Bythewood,"Sanaa Lathan, Omar Epps, Glenndon Chatman, Jess Willard, Chris Warren, Kyla Pratt, Alfre Woodard, Naykia Harris, Harry Lennix, Debbi Morgan, Dennis Haysbert, Colleen Matsuhara, Al Foster, Nathaniel Bellamy Jr., Regina Hall, Shar Jackson, Gabrielle Union, James DuMont",United States,"English, Spanish"
1993.0,The Remains of the Day,15000000,22954968,63954968,7.8,134,Drama,86.0,James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'John Haycraft', 'Christopher Reeve']",James Ivory,"Kazuo Ishiguro, Ruth Prawer Jhabvala","Anthony Hopkins, Emma Thompson, John Haycraft, Christopher Reeve, Caroline Hunt, James Fox, Peter Vaughan, Paula Jacobs, Ben Chaplin, Steve Dibben, Abigail Hopkins, Patrick Godfrey, Peter Cellier, Peter Halliday, Hugh Grant, Terence Bayler, Jeffry Wickham, Hugh Sweetman",United States,"English, French, German"
2013.0,The Place Beyond the Pines,15000000,21403519,47011449,7.3,140,Crime,68.0,Derek Cianfrance,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Craig Van Hook']",Derek Cianfrance,"Derek Cianfrance, Ben Coccio, Darius Marder","Ryan Gosling, Bradley Cooper, Eva Mendes, Craig Van Hook, Olga Merediz, Angelo Anthony Pizza, Mahershala Ali, John Facci, Ben Mendelsohn, Tula, Penny, Cynthia Pelletier-Sullivan, Mackenzie Trainor, Nicole Califano, Shannon Plumb, Tracey Agustin, Ean Egas, Bob Dieterich",United States,"English, Spanish"
2016.0,Queen of Katwe,15000000,8874389,10055481,7.4,124,Biography,73.0,Mira Nair,"['Madina Nalwanga', 'David Oyelowo', ""Lupita Nyong'o"", 'Martin Kabanza']",Mira Nair,"William Wheeler, Tim Crothers","Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza, Taryn Kyaze, Ivan Jacobo, Nicolas Levesque, Ronald Ssemaganda, Ethan Nazario Lubega, Nikita Waligwa, Edgar Kanyike, Esteri Tebandeke, Hope Katende, Philip Luswata, Peter Odeke, Maurice Kirya, Minky Ndlovu, Jack Kinobe Sserunkuuma",United States,English
2015.0,Trumbo,15000000,7857741,13300181,7.4,124,Biography,60.0,Jay Roach,"['Bryan Cranston', 'Diane Lane', 'Helen Mirren', 'Louis C.K.']",Jay Roach,"John McNamara, Bruce Cook","Bryan Cranston, Diane Lane, Helen Mirren, Louis C.K., Michael Stuhlbarg, David Maldonado, John Getz, Laura Flannery, David James Elliott, Toby Nichols, Joseph S. Martino, Madison Wolfe, Jason Bayle, James DuMont, Alan Tudyk, Dan Bakkedahl, Richard Portnow, Roger Bart",United States,English
2008.0,In Bruges,15000000,7800825,34533783,7.9,107,Comedy,67.0,Martin McDonagh,"['Colin Farrell', 'Brendan Gleeson', 'Ciarán Hinds', 'Elizabeth Berrington']",Martin McDonagh,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds, Elizabeth Berrington, Rudy Blomme, Olivier Bonjour, Mark Donovan, Ann Elsley, Jean-Marc Favorin, Ralph Fiennes, Eric Godon, Zeljko Ivanek, Sachi Kimura, Anna Madeley, Louis Nummy, Clémence Poésy, Jordan Prentice, Jérémie Renier",United Kingdom,English
2005.0,Kiss Kiss Bang Bang,15000000,4235837,16829464,7.5,103,Comedy,72.0,Shane Black,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen']",Shane Black,"Brett Halliday, Shane Black","Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen, Dash Mihok, Larry Miller, Rockmond Dunbar, Shannyn Sossamon, Angela Lindvall, Indio Falconer Downey, Ariel Winter, Duane Carnahan, Josh Richman, Martha Hackett, Nancy Fish, Bill McAdams Jr., Tanja Reichert, Jake McKinnon",United States,English
2018.0,Roma,15000000,0,1109544,7.7,135,Drama,96.0,Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta']",Alfonso Cuarón,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey, Carlos Peralta, Marco Graf, Daniela Demesa, Nancy García García, Verónica García, Andy Cortés, Fernando Grediaga, Jorge Antonio Guerrero, José Manuel Guerrero Mendoza, Latin Lover, Zarela Lizbeth Chinolla Arellano, José Luis López Gómez, Edwin Mendoza Ramírez, Clementina Guadarrama, Enoc Leaño",Mexico,"Spanish, Mixtec, English, Japanese, German, French, Norwegian"
1993.0,Groundhog Day,14600000,71097843,71112677,8.0,101,Comedy,72.0,Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']",Harold Ramis,"Danny Rubin, Harold Ramis","Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, Robin Duke, Carol Bivins, Willie Garson, Ken Hudson Campbell, Les Podewell, Rod Sell, Tom Milanovich, John M. Watson Sr., Peggy Roeder",United States,"English, French, Italian"
1982.0,First Blood,14000000,47212904,125212904,7.7,93,Action,61.0,Ted Kotcheff,"['Sylvester Stallone', 'Brian Dennehy', 'Richard Crenna', 'Bill McKinney']",Ted Kotcheff,"David Morrell, Michael Kozoll, William Sackheim","Sylvester Stallone, Brian Dennehy, Richard Crenna, Bill McKinney, Jack Starrett, Michael Talbott, Chris Mulkey, John McLiam, Alf Humphreys, David Caruso, David L. Crowley, Don MacKay, Charles A. Tamburro, David Petersen, Craig Huston, Patrick Stack, Stephen E. Miller, Raimund Stamm",United States,English
2006.0,Little Children,14000000,5463019,14121177,7.5,137,Drama,75.0,Todd Field,"['Kate Winslet', 'Jennifer Connelly', 'Patrick Wilson', 'Jackie Earle Haley']",Todd Field,"Todd Field, Tom Perrotta","Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley, Noah Emmerich, Gregg Edelman, Phyllis Somerville, Raymond J. Barry, Jane Adams, Ty Simpkins, Sadie Goldstein, Helen Carey, Sarah Buxton, Mary B. McCann, Trini Alvarado, Marsha Dietlein, Will Lyman, Catherine Wolf",United States,English
2010.0,Flipped,14000000,1755212,4294635,7.7,90,Comedy,45.0,Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']",Rob Reiner,"Rob Reiner, Andrew Scheinman, Wendelin Van Draanen","Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner, Gillian Pfaff, Michael Boza, Beau Lerner, Jacquelyn Evola, Taylor Groothuis, Elly Bryant, Ashley Taylor, Israel Broussard",United States,English
1973.0,Papillon,13500000,53267000,53292989,8.0,151,Biography,58.0,Franklin J,"['Steve McQueen', 'Dustin Hoffman', 'Victor Jory', 'Don Gordon']",Franklin J. Schaffner,"Dalton Trumbo, Lorenzo Semple Jr., Henri Charrière","Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon, Anthony Zerbe, Robert Deman, Woodrow Parfrey, Bill Mumy, George Coulouris, Ratna Assan, William Smithers, Val Avery, Gregory Sierra, Vic Tayback, Mills Watson, Ron Soble, Barbara Morrison, Don Hanmer",France,"English, Spanish"
2000.0,Quills,13500000,7060876,11732088,7.2,124,Biography,70.0,Philip Kaufman,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine']",Philip Kaufman,Doug Wright,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine, Billie Whitelaw, Patrick Malahide, Amelia Warner, Jane Menelaus, Stephen Moyer, Tony Pritchard, Michael Jenn, Danny Babington, George Antoni, Stephen Marcus, Elizabeth Berrington, Edward Tudor-Pole, Harry Jones, Bridget McConnell",United Kingdom,"English, Latin"
2004.0,The Butterfly Effect,13000000,57924679,95638592,7.6,113,Drama,30.0,Eric Bress,"['J. Mackye Gruber', 'Ashton Kutcher', 'Amy Smart', 'Melora Walters', 'Elden Henson']","Eric Bress, J. Mackye Gruber","J. Mackye Gruber, Eric Bress","Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson, William Lee Scott, John Patrick Amedori, Irina Gorovaia, Kevin G. Schmidt, Jesse James, Logan Lerman, Sarah Widdows, Jake Kaese, Cameron Bright, Eric Stoltz, Callum Keith Rennie, Lorena Gale, Nathaniel DeVeaux, John Tierney",United States,English
2014.0,St. Vincent,13000000,44137712,54837234,7.2,102,Comedy,64.0,Theodore Melfi,"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts', 'Jaeden Martell']",Theodore Melfi,Theodore Melfi,"Bill Murray, Melissa McCarthy, Naomi Watts, Jaeden Martell, Chris O'Dowd, Terrence Howard, Kimberly Quinn, Lenny Venito, Nate Corddry, Dario Barosso, Donna Mitchell, Ann Dowd, Scott Adsit, Reg E. Cathey, Deirdre O'Connell, Ray Iannicelli, Greta Lee, Maria Elena Ramirez",United States,"English, Spanish"
2015.0,Ex Machina,13000000,25440971,38358392,7.7,108,Drama,78.0,Alex Garland,"['Alicia Vikander', 'Domhnall Gleeson', 'Oscar Isaac', 'Sonoya Mizuno']",Alex Garland,Alex Garland,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno, Corey Johnson, Claire Selby, Symara A. Templeman, Gana Bayarsaikhan, Tiffany Pisani, Elina Alminas, Chelsea Li, Caitlin Morton, Deborah Rosan, Evie Wray",United Kingdom,English
2016.0,Eye in the Sky,13000000,18704596,35402802,7.3,102,Action,73.0,Gavin Hood,"['Helen Mirren', 'Aaron Paul', 'Alan Rickman', 'Barkhad Abdi']",Gavin Hood,Guy Hibbert,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi, Faisa Hassan, Aisha Takow, Armaan Haggio, Bob Chappell, Alex Gallafent, Babou Ceesay, Carl Beukes, Kate Liquorish, Richard Stephenson, Gabriella Pinto, Tylan Wray, Hossain Dahir, Mondé Sibisi, Warren Masemola",United Kingdom,"English, Somali"
