Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars,Director,Writer,Cast,Country of Origin,Languages
2005.0,Cinderella Man,88000000,61649911,105021488,8.0,144,Biography,69.0,Ron Howard,"['Russell Crowe', 'Renée Zellweger', 'Craig Bierko', 'Paul Giamatti']",Ron Howard,"Cliff Hollingsworth, Akiva Goldsman","Russell Crowe, Renée Zellweger, Craig Bierko, Paul Giamatti, Paddy Considine, Bruce McGill, David Huband, Connor Price, Ariel Waller, Patrick Louis, Rosemarie DeWitt, Linda Kash, Nicholas Campbell, Gene Pyrz, Chuck Shamata, Ron Canada, Alicia Johnston, Troy Amos-Ross",United States,English
2003.0,Seabiscuit,86000000,120277854,148715342,7.3,140,Drama,72.0,Gary Ross,"['Tobey Maguire', 'Jeff Bridges', 'Elizabeth Banks', 'Chris Cooper']",Gary Ross,"Laura Hillenbrand, Gary Ross","Tobey Maguire, Jeff Bridges, Elizabeth Banks, Chris Cooper, David McCullough, Paul Vincent O'Connor, Michael Ensign, James Keane, Valerie Mahaffey, David Doty, Carl M. Craig, Michael O'Neill, Annie Corley, Michael Angarano, Cameron Bowen, Noah Luke, Mariah Bess, Jamie Lee Redmon",United States,English
2004.0,The Bourne Supremacy,85000000,176087450,311001124,7.7,108,Action,73.0,Paul Greengrass,"['Matt Damon', 'Franka Potente', 'Joan Allen', 'Brian Cox']",Paul Greengrass,"Robert Ludlum, Tony Gilroy","Matt Damon, Franka Potente, Joan Allen, Brian Cox, Julia Stiles, Karl Urban, Gabriel Mann, Marton Csokas, Tom Gallop, John Bedford Lloyd, Ethan Sandler, Michelle Monaghan, Karel Roden, Tomas Arana, Oksana Akinshina, Yevgeni Sitokhin, Marina Weis, Tim Griffin",United States,"English, Russian, German, Italian"
1998.0,Enemy of the State,85000000,111549836,250649836,7.3,132,Action,67.0,Tony Scott,"['Will Smith', 'Gene Hackman', 'Jon Voight', 'Lisa Bonet']",Tony Scott,David Marconi,"Will Smith, Gene Hackman, Jon Voight, Lisa Bonet, Regina King, Stuart Wilson, Laura Cayouette, Loren Dean, Barry Pepper, Ian Hart, Jake Busey, Scott Caan, Jason Lee, Gabriel Byrne, James Le Gros, Dan Butler, Jack Black, Jamie Kennedy",United States,"English, Spanish"
2007.0,Zodiac,85000000,33080084,83080084,7.7,157,Crime,79.0,David Fincher,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards']",David Fincher,"James Vanderbilt, Robert Graysmith","Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo, Anthony Edwards, Brian Cox, John Carroll Lynch, Richmond Arquette, Bob Stephenson, John Lacy, Chloë Sevigny, Ed Setrakian, John Getz, John Terry, Candy Clark, Elias Koteas, Dermot Mulroney, Donal Logue, June Diane Raphael",United States,English
2017.0,The Greatest Showman,84000000,174340174,433748957,7.5,105,Biography,48.0,Michael Gracey,"['Hugh Jackman', 'Michelle Williams', 'Zac Efron', 'Zendaya']",Michael Gracey,"Jenny Bicks, Bill Condon","Hugh Jackman, Michelle Williams, Zac Efron, Zendaya, Rebecca Ferguson, Austyn Johnson, Cameron Seely, Keala Settle, Sam Humphrey, Yahya Abdul-Mateen II, Eric Anderson, Ellis Rubin, Skylar Dunn, Daniel Everidge, Radu Spinghel, Yusaku Komori, Danial Son, Paul Sparks",United States,English
2012.0,The Hunger Games,80000000,408010692,677923379,7.2,142,Action,68.0,Gary Ross,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Stanley Tucci']",Gary Ross,"Gary Ross, Suzanne Collins, Billy Ray","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci, Wes Bentley, Willow Shields, Elizabeth Banks, Sandra Ellis Lafferty, Paula Malcomson, Rhoda Griffis, Sandino Moya-Smith, Raiko Bowman, Dwayne Boyd, Anthony Reynolds, Judd Lormand, Woody Harrelson, Toby Jones, Kimiko Gelman",United States,English
2002.0,Lilo & Stitch,80000000,145771527,245800000,7.3,85,Animation,73.0,Dean DeBlois,"['Chris Sanders', 'Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers']","Dean DeBlois, Chris Sanders","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames, Zoe Caldwell, Jason Scott Lee, Kevin Michael Richardson, Susan Hegarty, Amy Hill, Steve Alterman, Emily Anderson, Jack Angel, Bill Asing, Erica Beck, Bob Bergen, Steve Blum",United States,"English, Hawaiian"
2010.0,Shutter Island,80000000,128012934,299461782,8.2,138,Mystery,63.0,Martin Scorsese,"['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley']",Martin Scorsese,"Laeta Kalogridis, Dennis Lehane","Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas, Robin Bartlett, Christopher Denham, Nellie Sciutto, Joseph Sikora, Curtiss Cook, Raymond Anthony Thomas, Joseph McKenna",United States,"English, German"
2002.0,Road to Perdition,80000000,104054514,183354514,7.7,117,Crime,72.0,Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken']",Sam Mendes,"Max Allan Collins, Richard Piers Rayner, David Self","Tom Hanks, Tyler Hoechlin, Paul Newman, Rob Maxey, Liam Aiken, Jennifer Jason Leigh, Daniel Craig, Ciarán Hinds, Craig Spidle, Ian Barford, Stephen P. Dunn, Paul Turner, Kathleen Keane, Brendan McKinney, Jackie Moran, Kieran O'Hare, John M. Williams, Nicolas Cade",United States,English
2003.0,Cold Mountain,80000000,95632614,165173909,7.2,154,Adventure,73.0,Anthony Minghella,"['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins']",Anthony Minghella,"Charles Frazier, Anthony Minghella","Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone, Kathy Baker, James Gammon, Charlie Hunnam, Jack White, Ethan Suplee, Jena Malone, Melora Walters, Lucas Black",United States,English
2014.0,Fury,80000000,85817906,210315681,7.6,134,Action,64.0,David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman', 'Michael Peña']",David Ayer,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jim Parrack, Brad William Henke, Kevin Vance, Xavier Samuel, Jason Isaacs, Anamaria Marinca, Alicia von Rittberg, Scott Eastwood, Laurence Spellman, Daniel Betts, Adam Ganne, Eric Kofi Abrefa, Osi Okerafor",United States,"English, German"
2002.0,Spirit: Stallion of the Cimarron,80000000,73215310,106515310,7.2,83,Animation,52.0,Kelly Asbury,"['Lorna Cook', 'Matt Damon', 'James Cromwell', 'Daniel Studi', 'Chopper Bernet']","Kelly Asbury, Lorna Cook",John Fusco,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau, John Rubano, Richard McGonagle, Matt Levin, Adam Paul, Robert Cait, Charles Napier, Meredith Wells, Zahn McClarnon, Michael Horse, Donald Fullilove",United States,English
1994.0,The Lion King,79300000,421785283,986214868,8.5,88,Animation,88.0,Roger Allers,"['Rob Minkoff', 'Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']","Roger Allers, Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton","Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg, Rowan Atkinson, Niketa Calame-Harris, Jim Cummings, Robert Guillaume, Moira Kelly, Nathan Lane, Zoe Leader, Cheech Marin, Ernie Sabella, Madge Sinclair, Jonathan Taylor Thomas, Frank Welker, Cathy Cavadini, Judi M. Durand",United States,"English, Swahili, Xhosa, Zulu"
2013.0,Despicable Me 2,76000000,368065385,975216835,7.3,98,Animation,62.0,Pierre Coffin,"['Chris Renaud', 'Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove']","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Russell Brand, Ken Jeong, Steve Coogan, Elsie Fisher, Dana Gaier, Moises Arias, Nasim Pedrad, Kristen Schaal, Pierre Coffin, Chris Renaud, Nickolai Stoilov, Vanessa Bayer, Ava Acres, Lori Alan",United States,"English, Ukrainian"
2000.0,X-Men,75000000,157299717,296872367,7.3,104,Action,64.0,Bryan Singer,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Famke Janssen']",Bryan Singer,"Tom DeSanto, Bryan Singer, David Hayter","Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Matthew Sharp, Brett Morris, Rhona Shekter, Kenneth McGregor, Shawn Roberts, Donna Goodhand, John Nelles",United States,English
2013.0,Now You See Me,75000000,117723989,342769200,7.2,115,Crime,50.0,Louis Leterrier,"['Jesse Eisenberg', 'Common', 'Mark Ruffalo', 'Woody Harrelson']",Louis Leterrier,"Ed Solomon, Boaz Yakin, Edward Ricourt","Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson, Isla Fisher, Dave Franco, Mélanie Laurent, Morgan Freeman, Michael Caine, Michael Kelly, David Warshofsky, José Garcia, Jessica Lindsey, Caitríona Balfe, Stephanie Honoré, Stanley Wong, Laura Cayouette, Douglas M. Griffin",United States,"English, French"
2018.0,Christopher Robin,75000000,99215042,197744377,7.2,104,Adventure,60.0,Marc Forster,"['Ewan McGregor', 'Hayley Atwell', 'Bronte Carmichael', 'Mark Gatiss']",Marc Forster,"A.A. Milne, Ernest Shepard, Alex Ross Perry","Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Ford Davies, Ronke Adekoluejo, Adrian Scarborough, Roger Ashton-Griffiths, Ken Nwosu, John Dagleish, Amanda Lawrence, Orton O'Brien, Katy Carmichael, Tristan Sturrock, Jasmine-Simone Charles, Paul Chahidi, Matt Gavan, Gareth Mason",United Kingdom,English
2004.0,The Terminal,75000000,77073959,218673959,7.4,128,Comedy,55.0,Steven Spielberg,"['Tom Hanks', 'Catherine Zeta-Jones', 'Chi McBride', 'Stanley Tucci']",Steven Spielberg,"Andrew Niccol, Sacha Gervasi, Jeff Nathanson","Tom Hanks, Catherine Zeta-Jones, Chi McBride, Stanley Tucci, Diego Luna, Barry Shabaka Henley, Kumar Pallana, Zoe Saldana, Eddie Jones, Jude Ciccolella, Corey Reynolds, Guillermo Diaz, Rini Bell, Stephen Mendel, Valeriy Nikolaev, Michael Nouri, Ana Maria Quintana, Bob Morrisey",United States,"English, Bulgarian, Spanish, Russian, Mandarin, German, French"
1995.0,Braveheart,72000000,75545647,209045244,8.3,178,Biography,68.0,Mel Gibson,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']",Mel Gibson,Randall Wallace,"Mel Gibson, Sophie Marceau, Patrick McGoohan, Angus Macfadyen, James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo, Sean McGinley, Alan Tall, Andrew Weir, Gerda Stevenson, Ralph Riach, Mhairi Calvey, Brian Cox, Peter Hanly, Stephen Billington, Barry McGovern",United States,"English, French, Latin, Gaelic, Italian"
1997.0,Hercules,70000000,99112101,250700000,7.3,93,Animation,74.0,Ron Clements,"['John Musker', 'Tate Donovan', 'Susan Egan', 'James Woods', 'Barbara Barrie']","Ron Clements, John Musker","Ron Clements, John Musker, Don McEnery","Tate Donovan, Susan Egan, James Woods, Barbara Barrie, Roger Bart, Mary Kay Bergman, Corey Burton, Danny DeVito, Jim Cummings, Keith David, Paddi Edwards, Samantha Eggar, Cheryl Freeman, Kathleen Freeman, Matt Frewer, Amanda Plummer, Bobcat Goldthwait, Bug Hall",United States,"English, Spanish, Greek"
1989.0,The Abyss,70000000,54243125,54243441,7.5,140,Adventure,62.0,James Cameron,"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester']",James Cameron,James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester, Todd Graff, John Bedford Lloyd, J.C. Quinn, Kimberly Scott, Captain Kidd Brewer Jr., George Robert Klek, Christopher Murphy, Adam Nelson, Dick Warlock, Jimmie Ray Weeks, J. Kenneth Campbell, Ken Jenkins, Chris Elliott, Peter Ratray",United States,English
2010.0,Despicable Me,69000000,251513985,543464573,7.6,95,Animation,72.0,Pierre Coffin,"['Chris Renaud', 'Steve Carell', 'Jason Segel', 'Russell Brand', 'Julie Andrews']","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio, Sergio Pablos","Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher, Pierre Coffin, Chris Renaud, Jemaine Clement, Jack McBrayer, Danny McBride, Mindy Kaling, Rob Huebel, Ken Daurio, Ken Jeong",United States,English
1999.0,The Insider,68000000,28965197,60265197,7.8,157,Biography,84.0,Michael Mann,"['Russell Crowe', 'Al Pacino', 'Christopher Plummer', 'Diane Venora']",Michael Mann,"Marie Brenner, Eric Roth, Michael Mann","Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Stephen Tobolowsky, Colm Feore, Bruce McGill, Gina Gershon, Michael Gambon, Rip Torn, Lynne Thigpen, Hallie Eisenberg, Michael Paul Chan, Linda Hart, Robert Harper",United States,"English, Japanese, Arabic, Persian"
2002.0,Ice Age,65000000,176387405,386116343,7.5,81,Animation,61.0,Chris Wedge,"['Carlos Saldanha', 'Denis Leary', 'John Leguizamo', 'Ray Romano', 'Goran Visnjic']","Chris Wedge, Carlos Saldanha","Michael J. Wilson, Michael Berg, Peter Ackerman","Denis Leary, John Leguizamo, Ray Romano, Goran Visnjic, Jack Black, Cedric The Entertainer, Stephen Root, Diedrich Bader, Alan Tudyk, Lorri Bagley, Jane Krakowski, Peter Ackerman, P.J. Benjamin, Josh Hamilton, Chris Wedge, Denny Dillon, Mitzi McCall, Tara Strong",United States,English
1995.0,Apollo 13,65000000,173772767,335802271,7.7,140,Adventure,77.0,Ron Howard,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']",Ron Howard,"Jim Lovell, Jeffrey Kluger, William Broyles Jr.","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan, Mary Kate Schellhardt, Emily Ann Lloyd, Miko Hughes, Max Elliott Slade, Jean Speegle Howard, Tracy Reiner, David Andrews, Michele Little, Chris Ellis, Joe Spano, Xander Berkeley, Marc McClure",United States,English
1999.0,The Matrix,65000000,173396389,465377200,8.7,136,Action,73.0,Lana Wachowski,"['Lilly Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory, Anthony Ray Parker, Paul Goddard, Robert Taylor, David Aston, Marc Aden Gray, Ada Nicodemou, Deni Gordon, Rowan Witt",United States,English
1990.0,Total Recall,65000000,119394839,261399830,7.5,113,Action,60.0,Paul Verhoeven,"['Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside', 'Rachel Ticotin']",Paul Verhoeven,"Philip K. Dick, Ronald Shusett, Dan O'Bannon","Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin, Ronny Cox, Marshall Bell, Mel Johnson Jr., Michael Champion, Roy Brocksmith, Ray Baker, Rosemary Dunsmore, David Knell, Alexia Robinson, Dean Norris, Mark Carlton, Debbie Lee Carrington, Lycia Naff, Robert Costanzo",United States,English
1999.0,Fight Club,65000000,37030102,100820947,8.8,139,Drama,66.0,David Fincher,"['Brad Pitt', 'Edward Norton', 'Meat Loaf', 'Zach Grenier']",David Fincher,"Chuck Palahniuk, Jim Uhls","Brad Pitt, Edward Norton, Meat Loaf, Zach Grenier, Richmond Arquette, David Andrews, George Maguire, Eugenie Bondurant, Christina Cabot, Helena Bonham Carter, Sydney 'Big Dawg' Colston, Rachel Singer, Christie Cronenweth, Tim DeZarn, Ezra Buzzington, Dierdre Downing-Jackson, Bob Stephenson, Charlie Dell",Germany,English
2006.0,Perfume: The Story of a Murderer,63700000,2223293,133603463,7.5,147,Crime,56.0,Tom Tykwer,"['Ben Whishaw', 'Dustin Hoffman', 'Alan Rickman', 'Francesc Albiol']",Tom Tykwer,"Andrew Birkin, Bernd Eichinger, Tom Tykwer","Ben Whishaw, Dustin Hoffman, Alan Rickman, Francesc Albiol, Gonzalo Cunill, Rachel Hurd-Wood, Andrés Herrera, Simon Chandler, David Calder, Richard Felix, Birgit Minichmayr, Reg Wilson, Catherine Boisgontier, Núria Casas, Carlos Gramaje, Sian Thomas, Michael Smiley, Walter Cots",Germany,English
2014.0,Gone Girl,61000000,167767189,367160781,8.1,149,Drama,79.0,David Fincher,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry']",David Fincher,Gillian Flynn,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon, Kim Dickens, Patrick Fugit, David Clennon, Lisa Banes, Missi Pyle, Emily Ratajkowski, Casey Wilson, Lola Kirke, Boyd Holbrook, Sela Ward, Lee Norris, Jamie McShane, Leonard Kelly-Young",United States,English
2014.0,The Lego Movie,60000000,257784718,468084718,7.7,100,Animation,83.0,Phil Lord,"['Christopher Miller', 'Chris Pratt', 'Will Ferrell', 'Elizabeth Banks', 'Will Arnett']","Phil Lord, Christopher Miller","Phil Lord, Christopher Miller, Dan Hageman","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett, Craig Berry, Alison Brie, David Burrows, Anthony Daniels, Charlie Day, Amanda Farinos, Keith Ferguson, Will Forte, Dave Franco, Morgan Freeman, Todd Hansen, Jonah Hill, Jake Johnson, Keegan-Michael Key",United States,"English, Turkish"
2007.0,300,60000000,210614939,454161935,7.6,117,Action,52.0,Zack Snyder,"['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West']",Zack Snyder,"Zack Snyder, Kurt Johnstad, Michael B. Gordon","Gerard Butler, Lena Headey, David Wenham, Dominic West, Vincent Regan, Michael Fassbender, Tom Wisdom, Andrew Pleavin, Andrew Tiernan, Rodrigo Santoro, Giovani Cimmino, Stephen McHattie, Greg Kramer, Alex Ivanovici, Kelly Craig, Eli Snyder, Tyler Neitzel, Tim Connolly",United States,English
1998.0,The Truman Show,60000000,125618201,264118201,8.2,103,Comedy,90.0,Peter Weir,"['Jim Carrey', 'Ed Harris', 'Laura Linney', 'Noah Emmerich']",Peter Weir,Andrew Niccol,"Jim Carrey, Ed Harris, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor, Brian Delate, Blair Slater, Peter Krause, Heidi Schanz, Ron Taylor, Don Taylor, Ted Raymond, Judy Clayton, Fritz Dominique, Angel Schmiedt, Nastassja Schmiedt, Muriel Moore",United States,English
2016.0,Sully,60000000,125070033,238524556,7.4,96,Biography,74.0,Clint Eastwood,"['Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Valerie Mahaffey']",Clint Eastwood,"Todd Komarnicki, Chesley Sullenberger, Jeffrey Zaslow","Tom Hanks, Aaron Eckhart, Laura Linney, Valerie Mahaffey, Delphi Harrington, Mike O'Malley, Jamey Sheridan, Anna Gunn, Holt McCallany, Ahmed Lucan, Laura Lundy, Onira Tares, Gary Weeks, Katie Couric, Jeff Kober, Blake Jones, Molly Bernard, Chris Bauer",United States,English
1998.0,The Prince of Egypt,60000000,101413188,218613188,7.2,99,Animation,64.0,Brenda Chapman,"['Steve Hickner', 'Simon Wells', 'Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock']","Brenda Chapman, Steve Hickner, Simon Wells","Philip LaZebnik, Nicholas Meyer","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock, Jeff Goldblum, Danny Glover, Patrick Stewart, Helen Mirren, Steve Martin, Martin Short, Bobby Motown, Eden Riegel, Ofra Haza, James Avery, Aria Noelle Curzon, Stephanie Sawyer, Francesca Marie Smith, Shira Roth",United States,"English, Hebrew"
2004.0,Collateral,60000000,100170152,217602967,7.5,120,Action,71.0,Michael Mann,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Mark Ruffalo']",Michael Mann,Stuart Beattie,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg, Bruce McGill, Irma P. Hall, Barry Shabaka Henley, Richard T. Jones, Klea Scott, Bodhi Elfman, Debi Mazar, Javier Bardem, Emilio Rivera, Jamie McBride, Ken Waters, Charlie E. Schmidt, Michael Bentt",United States,"English, Spanish, French, Korean"
2004.0,Man on Fire,60000000,77906816,130968579,7.7,146,Action,47.0,Tony Scott,"['Denzel Washington', 'Christopher Walken', 'Dakota Fanning', 'Radha Mitchell']",Tony Scott,"A.J. Quinnell, Brian Helgeland","Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell, Marc Anthony, Giancarlo Giannini, Mickey Rourke, Rachel Ticotin, Roberto Sosa, Jesús Ochoa, Gero Camilo, Mario Zaragoza, Charles Paraventi, Carmen Salinas, Esteban De La Trinidad, Angelina Peláez, Norma Pablo, Rosa María Hernández",Switzerland,"English, Spanish"
2018.0,Vice,60000000,47836282,70893782,7.2,132,Biography,61.0,Adam McKay,"['Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell']",Adam McKay,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell, Alison Pill, Eddie Marsan, Justin Kirk, LisaGay Hamilton, Jesse Plemons, Bill Camp, Don McManus, Lily Rabe, Shea Whigham, Stephen Adly Guirgis, Tyler Perry, Josh Latzer, Jeff Bosley, Camille James Harman",United States,"English, Arabic"
2018.0,First Man,60000000,44936545,105703325,7.3,141,Biography,84.0,Damien Chazelle,"['Ryan Gosling', 'Claire Foy', 'Jason Clarke', 'Kyle Chandler']",Damien Chazelle,"Josh Singer, James R. Hansen","Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Corey Stoll, Patrick Fugit, Christopher Abbott, Ciarán Hinds, Olivia Hamilton, Pablo Schreiber, Shea Whigham, Lukas Haas, Ethan Embry, Brian d'Arcy James, Cory Michael Smith, Kris Rey, Gavin Warren, Luke Winters",United States,English
2016.0,Deadpool,58000000,363070709,784157111,8.0,108,Action,65.0,Tim Miller,"['Ryan Reynolds', 'Morena Baccarin', 'T.J. Miller', 'Ed Skrein']",Tim Miller,"Rhett Reese, Paul Wernick","Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein, Karan Soni, Michael Benyaer, Stefan Kapicic, Brianna Hildebrand, Style Dayne, Kyle Cassie, Taylor Hickson, Ayzee, Naika Toussaint, Randal Reeder, Isaac C. Singleton Jr., Justyn Shippelt, Donna Yamamoto, Jed Rees",United States,English
2019.0,Joker,55000000,335451311,1072507517,8.4,122,Crime,59.0,Todd Phillips,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy']",Todd Phillips,"Todd Phillips, Scott Silver, Bob Kane","Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais, Rocco Luna, Marc Maron, Sondra James, Murphy Guyer, Douglas Hodge, Dante Pereira-Olson, Carrie Louise Putrello, Sharon Washington",United States,"English, German"
2018.0,Bohemian Rhapsody,55000000,216303339,887040610,7.9,134,Biography,49.0,Bryan Singer,"['Rami Malek', 'Lucy Boynton', 'Gwilym Lee', 'Ben Hardy']",Bryan Singer,"Anthony McCarten, Peter Morgan","Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy, Joseph Mazzello, Aidan Gillen, Allen Leech, Tom Hollander, Mike Myers, Aaron McCusker, Meneka Das, Ace Bhatti, Priya Blackburn, Dermot Murphy, Dickie Beau, Tim Plester, Jack Roth, Max Bennett",United Kingdom,"English, British Sign Language"
1978.0,Superman,55000000,134218018,300200000,7.4,143,Action,82.0,Richard Donner,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Marlon Brando']",Richard Donner,"Jerry Siegel, Joe Shuster, Mario Puzo","Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando, Ned Beatty, Jackie Cooper, Glenn Ford, Trevor Howard, Jack O'Halloran, Valerie Perrine, Maria Schell, Terence Stamp, Phyllis Thaxter, Susannah York, Jeff East, Marc McClure, Sarah Douglas, Harry Andrews",United States,English
2013.0,Captain Phillips,55000000,107136417,220648184,7.8,134,Action,82.0,Paul Greengrass,"['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener']",Paul Greengrass,"Billy Ray, Richard Phillips, Stephan Talty","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener, Faysal Ahmed, Mahat M. Ali, Michael Chernus, David Warshofsky, Corey Johnson, Chris Mulkey, Yul Vazquez, Max Martini, Omar Berdouni, Mohamed Ali, Issak Farah Samatar, Thomas Grube, Mark Holden, San Shella",United States,"English, Somali"
2014.0,The Equalizer,55000000,101530738,192903624,7.2,132,Action,57.0,Antoine Fuqua,"['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour']",Antoine Fuqua,"Richard Wenk, Michael Sloan, Richard Lindheim","Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Haley Bennett, Bill Pullman, Melissa Leo, David Meunier, Johnny Skourtis, Alex Veadov, Vladimir Kulich, E. Roger Mitchell, James Wilcox, Mike O'Dea, Anastasia Mousis Sanidopoulos, Allen Maldonado, Rhet Kidd, Mike Morrell",United States,"English, Russian, Spanish, German, Ukrainian"
1995.0,Crimson Tide,55000000,91387195,159387195,7.3,116,Action,66.0,Tony Scott,"['Gene Hackman', 'Denzel Washington', 'Matt Craven', 'George Dzundza']",Tony Scott,"Michael Schiffer, Richard P. Henrick","Gene Hackman, Denzel Washington, Matt Craven, George Dzundza, Viggo Mortensen, James Gandolfini, Rocky Carroll, Jaime Gomez, Michael Milhoan, Scott Burkholder, Danny Nucci, Lillo Brancato, Eric Bruskotter, Ricky Schroder, Steve Zahn, Marcello Thedford, R.J. Knoll, Billy Devlin",United States,English
2004.0,The Phantom of the Opera,55000000,51225796,153770052,7.2,143,Drama,40.0,Joel Schumacher,"['Gerard Butler', 'Emmy Rossum', 'Patrick Wilson', 'Miranda Richardson']",Joel Schumacher,"Gaston Leroux, Andrew Lloyd Webber, Joel Schumacher","Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison, Murray Melvin, Kevin McNally, James Fleet, Imogen Bain, Miles Western, Judith Paris, Halcro Johnston, Paul Brooke, Oliver Chopping",United Kingdom,"English, Italian"
