Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars
1982,Tron,17000000,26918576,26919100,6.7,96,Action,58.0,Steven Lisberger,"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan']"
2010,Lottery Ticket,17000000,24719879,24719879,5.0,99,Comedy,50.0,Erik White,"['Shad Moss', 'Brandon T. Jackson', 'Naturi Naughton', 'Loretta Devine']"
2003,Dickie Roberts: Former Child Star,17000000,22734486,23734486,5.5,98,Comedy,36.0,Sam Weisman,"['David Spade', 'Mary McCormack', 'Alyssa Milano', 'Craig Bierko']"
2006,ATL,17000000,21170563,21170563,6.1,105,Comedy,63.0,Chris Robinson,"['T.I.', 'Lauren London', 'Evan Ross', 'Greg Andrews']"
2001,Summer Catch,17000000,19693891,19693891,5.1,104,Comedy,21.0,Michael Tollin,"['Freddie Prinze Jr.', 'Jessica Biel', 'Fred Ward', 'Matthew Lillard']"
1998,A Simple Plan,17000000,16316273,16316273,7.5,121,Crime,82.0,Sam Raimi,"['Bill Paxton', 'Billy Bob Thornton', 'Bridget Fonda', 'Brent Briscoe']"
2002,They,17000000,12840842,16140842,4.8,89,Horror,31.0,Robert Harmon,"['Laura Regan', 'Marc Blucas', 'Ethan Embry', 'Dagmara Dominczyk']"
2009,My Life in Ruins,17000000,8677425,20477425,5.9,95,Comedy,34.0,Donald Petrie,"['Nia Vardalos', 'Richard Dreyfuss', 'Rachel Dratch', 'Alexis Georgoulis']"
2006,American Dreamz,17000000,7314027,16510971,5.5,107,Comedy,45.0,Paul Weitz,"['Hugh Grant', 'Dennis Quaid', 'Mandy Moore', 'Willem Dafoe']"
2003,Veronica Guerin,17000000,1569918,9438074,6.8,98,Biography,55.0,Joel Schumacher,"['Cate Blanchett', 'Colin Farrell', 'Brenda Fricker', 'Ciarán Hinds']"
2016,Genius,17000000,1361045,7265283,6.5,104,Biography,56.0,Michael Grandage,"['Colin Firth', 'Jude Law', 'Nicole Kidman', 'Laura Linney']"
2007,Southland Tales,17000000,275380,364607,5.3,145,Comedy,44.0,Richard Kelly,"['Dwayne Johnson', 'Sarah Michelle Gellar', 'Seann William Scott', 'Carlos Amezcua']"
2015,Escobar: Paradise Lost,17000000,195792,3917679,6.5,120,Crime,56.0,Andrea Di Stefano,"['Benicio Del Toro', 'Josh Hutcherson', 'Claudia Traisac', 'Brady Corbet']"
1991,My Girl,16500000,58011485,58011485,6.9,102,Comedy,56.0,Howard Zieff,"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis']"
1987,Wall Street,16500000,43848100,43848100,7.3,126,Crime,56.0,Oliver Stone,"['Charlie Sheen', 'Michael Douglas', 'Tamara Tunie', 'Franklin Cover']"
1995,Sense and Sensibility,16500000,42993774,134993774,7.7,136,Drama,84.0,Ang Lee,"['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson']"
2007,Becoming Jane,16500000,18663911,39380831,7.0,120,Biography,55.0,Julian Jarrold,"['Anne Hathaway', 'James McAvoy', 'Julie Walters', 'James Cromwell']"
2003,House of Sand and Fog,16500000,13005485,16154786,7.5,126,Crime,71.0,Vadim Perelman,"['Jennifer Connelly', 'Ben Kingsley', 'Ron Eldard', 'Frances Fisher']"
2007,Sydney White,16500000,11892415,13636339,6.2,108,Comedy,45.0,Joe Nussbaum,"['Amanda Bynes', 'Sara Paxton', 'Matt Long', 'Jack Carpenter']"
1989,Dead Poets Society,16400000,95860116,239500000,8.1,128,Comedy,79.0,Peter Weir,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles']"
2000,Road Trip,16000000,68525609,119739110,6.5,93,Comedy,55.0,Todd Phillips,"['Breckin Meyer', 'Seann William Scott', 'Amy Smart', 'Paulo Costanzo']"
1982,The Verdict,16000000,53977250,53977250,7.7,129,Drama,77.0,Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']"
1999,Varsity Blues,16000000,52894169,54294169,6.5,106,Comedy,50.0,Brian Robbins,"['James Van Der Beek', 'Jon Voight', 'Paul Walker', 'Ron Lester']"
2012,Moonrise Kingdom,16000000,45512466,68848446,7.8,94,Comedy,84.0,Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']"
2011,The Artist,16000000,44667095,128256712,7.9,100,Comedy,89.0,Michel Hazanavicius,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell']"
2009,The Unborn,16000000,42670410,78208812,4.7,88,Horror,30.0,David S,"['Odette Annable', 'Gary Oldman', 'Cam Gigandet', 'Meagan Good']"
2006,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763,5.8,91,Horror,30.0,Jonathan Liebesman,"['Jordana Brewster', 'Matt Bomer', 'Diora Baird', 'Taylor Handley']"
2011,The Roommate,16000000,37300107,52545707,4.8,91,Drama,23.0,Christian E,"['Minka Kelly', 'Leighton Meester', 'Cam Gigandet', 'Aly Michalka']"
2007,The Messengers,16000000,35374833,53774833,5.3,90,Drama,34.0,Danny Pang,"['Oxide Chun Pang', 'Dylan McDermott', 'Penelope Ann Miller', 'Kristen Stewart', 'John Corbett']"
1984,The Killing Fields,16000000,34609720,34609720,7.8,141,Biography,76.0,Roland Joffé,"['Sam Waterston', 'Haing S. Ngor', 'John Malkovich', 'Julian Sands']"
1991,Double Impact,16000000,29090445,29090445,5.6,110,Action,40.0,Sheldon Lettich,"['Jean-Claude Van Damme', 'Geoffrey Lewis', 'Alonna Shaw', 'Corinna Everson']"
2001,Baby Boy,16000000,28734552,28734552,6.4,130,Crime,55.0,John Singleton,"['Alexsandra Wright', 'Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding']"
2021,Nobody,16000000,27268035,57210518,7.4,92,Action,64.0,Ilya Naishuller,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Christopher Lloyd']"
2001,Joe Dirt,16000000,27087695,30987695,6.0,91,Adventure,20.0,Dennie Gordon,"['David Spade', 'Brittany Daniel', 'Dennis Miller', 'Adam Beach']"
2008,The Women,16000000,26902075,50103808,5.0,114,Comedy,27.0,Diane English,"['Meg Ryan', 'Eva Mendes', 'Annette Bening', 'Debra Messing']"
2007,Hot Fuzz,16000000,23618786,81742618,7.8,121,Action,81.0,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Bill Nighy']"
2008,Vicky Cristina Barcelona,16000000,23216709,104504817,7.1,96,Comedy,70.0,Woody Allen,"['Rebecca Hall', 'Scarlett Johansson', 'Javier Bardem', 'Christopher Evan Welch']"
2019,Stuber,16000000,22370452,29634769,6.2,93,Action,42.0,Michael Dowse,"['Dave Bautista', 'Kumail Nanjiani', 'Mira Sorvino', 'Natalie Morales']"
2000,Boys and Girls,16000000,21799652,21799652,5.4,94,Comedy,29.0,Robert Iscove,"['Freddie Prinze Jr.', 'Claire Forlani', 'Brendon Ryan Barrett', 'Gay Thomas Wilson']"
2010,Remember Me,16000000,19068240,56506120,7.1,113,Drama,40.0,Allen Coulter,"['Robert Pattinson', 'Emilie de Ravin', 'Caitlyn Rund', 'Moisés Acevedo']"
2002,White Oleander,16000000,16357770,21657770,7.1,109,Drama,61.0,Peter Kosminsky,"['Michelle Pfeiffer', 'Renée Zellweger', 'Robin Wright', 'Alison Lohman']"
2009,Jennifer's Body,16000000,16204793,31943401,5.4,102,Comedy,47.0,Karyn Kusama,"['Megan Fox', 'Amanda Seyfried', 'Adam Brody', 'Johnny Simmons']"
2000,Drowning Mona,16000000,15427192,15980376,5.7,96,Comedy,25.0,Nick Gomez,"['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis']"
1987,Radio Days,16000000,14792779,14792779,7.4,88,Comedy,74.0,Woody Allen,"['Mia Farrow', 'Dianne Wiest', 'Mike Starr', 'Paul Herman']"
1988,My Stepmother Is an Alien,16000000,13854000,13854000,5.4,105,Comedy,47.0,Richard Benjamin,"['Dan Aykroyd', 'Kim Basinger', 'Jon Lovitz', 'Alyson Hannigan']"
2012,People Like Us,16000000,12431792,12617472,7.0,114,Comedy,49.0,Alex Kurtzman,"['Chris Pine', 'Elizabeth Banks', 'Michelle Pfeiffer', 'Olivia Wilde']"
1999,The Thirteenth Floor,16000000,11810854,11810854,7.0,100,Mystery,36.0,Josef Rusnak,"['Craig Bierko', 'Gretchen Mol', 'Armin Mueller-Stahl', ""Vincent D'Onofrio""]"
1986,Highlander,16000000,5900000,12900000,7.0,116,Action,24.0,Russell Mulcahy,"['Christopher Lambert', 'Sean Connery', 'Clancy Brown', 'Roxanne Hart']"
2016,Bleed for This,16000000,5083906,7171320,6.8,117,Biography,62.0,Ben Younger,"['Miles Teller', 'Aaron Eckhart', 'Katey Sagal', 'Ciarán Hinds']"
2002,Hollywood Ending,16000000,4839383,14839383,6.5,112,Comedy,46.0,Woody Allen,"['Woody Allen', 'Téa Leoni', 'Bob Dorian', 'Ivan Martin']"
1999,Detroit Rock City,16000000,4217115,5825314,6.8,95,Adventure,33.0,Adam Rifkin,"['Edward Furlong', 'Giuseppe Andrews', 'James DeBello', 'Sam Huntington']"
2007,Things We Lost in the Fire,16000000,3287315,8120148,7.1,118,Drama,63.0,Susanne Bier,"['Halle Berry', 'Benicio Del Toro', 'Alison Lohman', 'David Duchovny']"
2014,The Homesman,16000000,2429989,8217571,6.6,122,Drama,68.0,Tommy Lee Jones,"['Tommy Lee Jones', 'Hilary Swank', 'Grace Gummer', 'Miranda Otto']"
2013,Trance,16000000,2322593,22594052,6.9,101,Crime,61.0,Danny Boyle,"['James McAvoy', 'Rosario Dawson', 'Vincent Cassel', 'Danny Sapani']"
2014,The Immigrant,16000000,2013456,7585011,6.6,120,Drama,77.0,James Gray,"['Marion Cotillard', 'Joaquin Phoenix', 'Jeremy Renner', 'Dagmara Dominczyk']"
2010,Enter the Void,16000000,337997,1467278,7.2,161,Drama,69.0,Gaspar Noé,"['Nathaniel Brown', 'Paz de la Huerta', 'Cyril Roy', 'Olly Alexander']"
2012,Vamps,16000000,3361,94812,5.2,92,Comedy,57.0,Amy Heckerling,"['Alicia Silverstone', 'Krysten Ritter', 'Larry Wilmore', 'Bettina Bresnan']"
2013,Zulu,16000000,0,1844228,7.7,138,Drama,77.0,Cy Endfield,"['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson', 'James Booth']"
2020,The Lovebirds,16000000,0,0,6.1,86,Action,59.0,Michael Showalter,"['Issa Rae', 'Kumail Nanjiani', 'Paul Sparks', 'Anna Camp']"
2018,Second Act,15700000,39282227,63288854,5.8,103,Comedy,46.0,Peter Segal,"['Jennifer Lopez', 'Vanessa Hudgens', 'Leah Remini', 'Treat Williams']"
2020,The Personal History of David Copperfield,15600000,1876298,13211271,6.4,119,Comedy,77.0,Armando Iannucci,"['Dev Patel', 'Hugh Laurie', 'Tilda Swinton', 'Peter Capaldi']"
2002,Ararat,15500000,1693000,1757694,6.3,115,Drama,62.0,Atom Egoyan,"['Charles Aznavour', 'Brent Carver', 'Eric Bogosian', 'Simon Abkarian']"
2021,Annette,15500000,0,3297276,6.3,141,Drama,67.0,Leos Carax,"['Adam Driver', 'Marion Cotillard', 'Simon Helberg', 'Devyn McDowell']"
2015,Far from the Madding Crowd,15495600,12236500,29729450,7.1,119,Drama,71.0,Thomas Vinterberg,"['Carey Mulligan', 'Matthias Schoenaerts', 'Michael Sheen', 'Tom Sturridge']"
2002,Wasabi,15300000,81525,7000000,6.6,94,Action,53.0,Gérard Krawczyk,"['Jean Reno', 'Ryôko Hirosue', 'Michel Muller', 'Carole Bouquet']"
2006,Slither,15250000,7802450,12930343,6.5,95,Comedy,69.0,James Gunn,"['Nathan Fillion', 'Elizabeth Banks', 'Michael Rooker', 'Don Thompson']"
1990,Home Alone,15000000,285761243,476684675,7.7,103,Comedy,63.0,Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard']"
1984,Beverly Hills Cop,15000000,234760478,316300000,7.3,105,Action,66.0,Martin Brest,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']"
1986,Top Gun,15000000,180012912,357011945,6.9,109,Action,50.0,Tony Scott,"['Tom Cruise', 'Tim Robbins', 'Kelly McGillis', 'Val Kilmer']"
1982,Tootsie,15000000,177200000,177200000,7.4,116,Comedy,88.0,Sydney Pollack,"['Dustin Hoffman', 'Jessica Lange', 'Teri Garr', 'Dabney Coleman']"
1999,American Beauty,15000000,130058047,356258047,8.3,122,Drama,84.0,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']"
1988,Twins,15000000,111936388,216600000,6.1,107,Comedy,53.0,Ivan Reitman,"['Arnold Schwarzenegger', 'Danny DeVito', 'Kelly Preston', 'Chloe Webb']"
2017,Annabelle: Creation,15000000,102092201,305384865,6.5,109,Horror,62.0,David F,"['Anthony LaPaglia', 'Samara Lee', 'Miranda Otto', 'Brad Greenquist']"
2013,Jackass Presents: Bad Grandpa,15000000,102003019,160903019,6.5,92,Comedy,54.0,Jeff Tremaine,"['Johnny Knoxville', 'Jackson Nicoll', 'Gregorio', 'Georgina Cates']"
1978,Heaven Can Wait,15000000,98800000,98800000,6.9,101,Comedy,72.0,Warren Beatty,"['Buck Henry', 'Warren Beatty', 'James Mason', 'Julie Christie', 'Jack Warden']"
1985,The Color Purple,15000000,94029472,94029472,7.7,154,Drama,78.0,Steven Spielberg,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery']"
2014,The Imitation Game,15000000,91125143,227328585,8.0,114,Biography,71.0,Morten Tyldum,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Allen Leech']"
1988,Beetlejuice,15000000,73839613,74456266,7.5,92,Comedy,70.0,Tim Burton,"['Alec Baldwin', 'Geena Davis', 'Michael Keaton', 'Annie McEnroe']"
2016,10 Cloverfield Lane,15000000,72082999,108286422,7.2,103,Drama,76.0,Dan Trachtenberg,"['John Goodman', 'Mary Elizabeth Winstead', 'John Gallagher Jr.', 'Douglas M. Griffin']"
2013,Mama,15000000,71628180,148095566,6.2,100,Fantasy,57.0,Andy Muschietti,"['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse']"
1980,Private Benjamin,15000000,69847348,69847348,6.2,109,Comedy,59.0,Howard Zieff,"['Goldie Hawn', 'Eileen Brennan', 'Armand Assante', 'Robert Webber']"
1987,Lethal Weapon,15000000,65192350,120192350,7.6,109,Action,68.0,Richard Donner,"['Mel Gibson', 'Danny Glover', 'Gary Busey', 'Mitchell Ryan']"
2010,Diary of a Wimpy Kid,15000000,64003625,76954311,6.2,94,Comedy,56.0,Thor Freudenthal,"['Zachary Gordon', 'Robert Capron', 'Rachael Harris', 'Steve Zahn']"
2006,The Queen,15000000,56441711,128885873,7.3,103,Biography,91.0,Stephen Frears,"['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Alex Jennings']"
2007,Why Did I Get Married?,15000000,55204525,55934178,5.9,113,Comedy,54.0,Tyler Perry,"['Tyler Perry', 'Janet Jackson', 'Sharon Leal', 'Malik Yoba']"
2012,The Woman in Black,15000000,54333290,128955898,6.4,95,Drama,62.0,James Watkins,"['Daniel Radcliffe', 'Janet McTeer', 'Ciarán Hinds', 'Emma Shorey']"
1979,The Deer Hunter,15000000,50000000,50057795,8.1,183,Drama,86.0,Michael Cimino,"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']"
2018,BlacKkKlansman,15000000,49275340,93411426,7.5,135,Biography,83.0,Spike Lee,"['John David Washington', 'Adam Driver', 'Laura Harrier', 'Topher Grace']"
2002,Big Fat Liar,15000000,47811275,52461017,5.5,88,Adventure,36.0,Shawn Levy,"['Frankie Muniz', 'Amanda Bynes', 'Paul Giamatti', 'Amanda Detmer']"
1997,Cop Land,15000000,44906632,63706632,7.0,105,Crime,64.0,James Mangold,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro']"
1997,Wag the Dog,15000000,43057470,64252038,7.1,97,Comedy,73.0,Barry Levinson,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson']"
2013,Snitch,15000000,42930462,57907734,6.4,112,Action,51.0,Ric Roman Waugh,"['Dwayne Johnson', 'Susan Sarandon', 'Jon Bernthal', 'Rafi Gavron']"
2003,The Lizzie McGuire Movie,15000000,42734455,55534455,5.5,94,Adventure,56.0,Jim Fall,"['Hilary Duff', 'Adam Lamberg', 'Clayton Snyder', 'Hallie Todd']"
2015,Krampus,15000000,42725475,61788393,6.2,98,Comedy,49.0,Michael Dougherty,"['Adam Scott', 'Toni Collette', 'David Koechner', 'Allison Tolman']"
2012,End of Watch,15000000,41003371,57586606,7.6,109,Action,68.0,David Ayer,"['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick', 'America Ferrera']"
1998,The Faculty,15000000,40283321,40283321,6.6,104,Horror,61.0,Robert Rodriguez,"['Jordana Brewster', 'Clea DuVall', 'Laura Harris', 'Josh Hartnett']"
2001,Not Another Teen Movie,15000000,37882551,62401343,5.7,89,Comedy,32.0,Joel Gallen,"['Chyler Leigh', 'Jaime Pressly', 'Chris Evans', 'Eric Christian Olsen']"
2014,Wild,15000000,37880356,52460543,7.1,115,Adventure,74.0,Jean,"['Reese Witherspoon', 'Laura Dern', 'Gaby Hoffmann', 'Michiel Huisman']"
2062,Lawrence of Arabia,15000000,37495385,69995047,8.3,218,Adventure,100.0,David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins']"
2014,The Theory of Everything,15000000,35893537,123327692,7.7,123,Biography,71.0,James Marsh,"['Eddie Redmayne', 'Felicity Jones', 'Tom Prior', 'Sophie Perry']"
2011,Drive,15000000,35060689,81357930,7.8,100,Action,78.0,Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']"
2000,The Skulls,15000000,35007180,35007180,5.6,106,Action,24.0,Rob Cohen,"['Joshua Jackson', 'Paul Walker', 'Hill Harper', 'Leslie Bibb']"
2018,The Favourite,15000000,34366783,95872148,7.5,119,Biography,91.0,Yorgos Lanthimos,"['Olivia Colman', 'Emma Stone', 'Rachel Weisz', 'Nicholas Hoult']"
2003,Malibu's Most Wanted,15000000,34308901,34499204,5.2,86,Comedy,43.0,John Whitesell,"['Jamie Kennedy', ""Ryan O'Neal"", 'Blair Underwood', 'Taye Diggs']"
2009,All About Steve,15000000,33862903,40127259,4.8,99,Comedy,17.0,Phil Traill,"['Sandra Bullock', 'Bradley Cooper', 'Thomas Haden Church', 'Ken Jeong']"
2000,Where the Heart Is,15000000,33771174,40862054,6.7,120,Comedy,30.0,Matt Williams,"['Natalie Portman', 'James Frain', 'Ashley Judd', 'Stockard Channing']"
2005,Because of Winn-Dixie,15000000,32647042,33508485,6.3,106,Comedy,54.0,Wayne Wang,"['AnnaSophia Robb', 'Jeff Daniels', 'Eva Marie Saint', 'Cicely Tyson']"
2005,The Wedding Date,15000000,31726995,47175038,6.1,90,Comedy,32.0,Clare Kilner,"['Dermot Mulroney', 'Debra Messing', 'Jack Davenport', 'Amy Adams']"
1987,The Princess Bride,15000000,30857000,31045750,8.0,98,Adventure,77.0,Rob Reiner,"['Cary Elwes', 'Mandy Patinkin', 'Robin Wright', 'Chris Sarandon']"
2007,The Great Debaters,15000000,30226144,30261293,7.5,126,Biography,65.0,Denzel Washington,"['Denzel Washington', 'Forest Whitaker', 'Kimberly Elise', 'Nate Parker']"
2014,When the Game Stands Tall,15000000,30127963,30138912,6.6,115,Biography,41.0,Thomas Carter,"['Jim Caviezel', 'Alexander Ludwig', 'Michael Chiklis', 'Laura Dern']"
2004,Confessions of a Teenage Drama Queen,15000000,29331068,33118854,4.7,89,Comedy,33.0,Sara Sugarman,"['Lindsay Lohan', 'Megan Fox', 'Adam Garcia', 'Glenne Headly']"
2007,28 Weeks Later,15000000,28638916,64232714,6.9,100,Action,78.0,Juan Carlos Fresnadillo,"['Jeremy Renner', 'Rose Byrne', 'Robert Carlyle', 'Harold Perrineau']"
1997,Grosse Pointe Blank,15000000,28084357,31070412,7.3,107,Action,76.0,George Armitage,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack']"
2000,Love & Basketball,15000000,27441122,27709625,7.2,124,Drama,72.0,Gina Prince,"['Sanaa Lathan', 'Omar Epps', 'Glenndon Chatman', 'Jess Willard']"
2017,Home Again,15000000,27020284,37336874,5.8,97,Comedy,41.0,Hallie Meyers,"['Reese Witherspoon', 'Michael Sheen', 'Candice Bergen', 'Pico Alexander']"
1997,Boogie Nights,15000000,26410771,43111725,7.9,155,Drama,85.0,Paul Thomas Anderson,"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds', 'Luis Guzmán']"
2010,Ramona and Beezus,15000000,26167002,27469621,6.5,103,Comedy,56.0,Elizabeth Allen Rosenbaum,"['Joey King', 'Selena Gomez', 'Bridget Moynahan', 'John Corbett']"
2021,Escape Room: Tournament of Champions,15000000,25188958,51788711,5.7,88,Action,48.0,Adam Robitel,"['Taylor Russell', 'Logan Miller', 'Deborah Ann Woll', 'Thomas Cocquerel']"
2014,The November Man,15000000,25018119,34820335,6.3,108,Action,38.0,Roger Donaldson,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich']"
1996,The Craft,15000000,24769466,55669466,6.4,101,Drama,55.0,Andrew Fleming,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell', 'Rachel True']"
2005,Match Point,15000000,23089926,87950928,7.6,124,Drama,72.0,Woody Allen,"['Scarlett Johansson', 'Jonathan Rhys Meyers', 'Emily Mortimer', 'Matthew Goode']"
