Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars
2011,Killer Elite,70000000,25124986,65409046,6.4,116,Action,44.0,Gary McKendry,"['Jason Statham', 'Clive Owen', 'Robert De Niro', 'Dominic Purcell']"
1998,Hard Rain,70000000,19870567,19870567,5.9,97,Action,36.0,Mikael Salomon,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid', 'Minnie Driver']"
2002,Hart's War,70000000,19076815,33076815,6.3,125,Drama,49.0,Gregory Hoblit,"['Bruce Willis', 'Colin Farrell', 'Terrence Howard', 'Cole Hauser']"
2002,Rollerball,70000000,18990542,25852508,6.6,125,Action,56.0,Norman Jewison,"['James Caan', 'John Houseman', 'Maud Adams', 'John Beck']"
2007,Next,70000000,18211013,73591500,6.2,96,Action,42.0,Lee Tamahori,"['Nicolas Cage', 'Julianne Moore', 'Jessica Biel', 'Thomas Kretschmann']"
2001,Osmosis Jones,70000000,13596911,13596911,6.3,95,Animation,57.0,Bobby Farrelly,"['Peter Farrelly', 'Laurence Fishburne', 'Chris Rock', 'David Hyde Pierce', 'Brandy Norwood']"
2015,Blackhat,70000000,8005980,19665004,5.4,133,Action,51.0,Michael Mann,"['Chris Hemsworth', 'Viola Davis', 'Tang Wei', 'Leehom Wang']"
2010,Agora,70000000,619423,38992292,7.1,127,Adventure,55.0,Alejandro Amenábar,"['Rachel Weisz', 'Max Minghella', 'Oscar Isaac', 'Ashraf Barhom']"
2010,Despicable Me,69000000,251513985,543464573,7.6,95,Animation,72.0,Pierre Coffin,"['Chris Renaud', 'Steve Carell', 'Jason Segel', 'Russell Brand', 'Julie Andrews']"
2010,Dinner for Schmucks,69000000,73026337,86796502,5.9,114,Comedy,56.0,Jay Roach,"['Steve Carell', 'Paul Rudd', 'Stephanie Szostak', 'Zach Galifianakis']"
2018,Red Sparrow,69000000,46874505,145951861,6.6,140,Action,53.0,Francis Lawrence,"['Jennifer Lawrence', 'Joel Edgerton', 'Matthias Schoenaerts', 'Charlotte Rampling']"
2010,The Twilight Saga: Eclipse,68000000,300531751,706102828,5.0,124,Action,58.0,David Slade,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Xavier Samuel']"
2002,The Sum of All Fears,68000000,118471320,193500000,6.4,124,Action,45.0,Phil Alden Robinson,"['Ben Affleck', 'Morgan Freeman', 'Ian Mongrain', 'Russell Bobbitt']"
2015,Ted 2,68000000,81476385,217214143,6.3,115,Comedy,48.0,Seth MacFarlane,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Jessica Barth']"
2001,The Score,68000000,71069884,113542091,6.8,124,Action,71.0,Frank Oz,"['Robert De Niro', 'Edward Norton', 'Marlon Brando', 'Angela Bassett']"
2011,Hall Pass,68000000,45060734,87173475,5.9,105,Comedy,45.0,Bobby Farrelly,"['Peter Farrelly', 'Owen Wilson', 'Jason Sudeikis', 'Christina Applegate', 'Jenna Fischer']"
2003,Dreamcatcher,68000000,33685268,75685268,5.5,134,Drama,35.0,Lawrence Kasdan,"['Morgan Freeman', 'Thomas Jane', 'Jason Lee', 'Damian Lewis']"
1999,Mystery Men,68000000,29762011,33462011,6.1,121,Action,65.0,Kinka Usher,"['Ben Stiller', 'Janeane Garofalo', 'William H. Macy', 'Hank Azaria']"
1999,The Insider,68000000,28965197,60265197,7.8,157,Biography,84.0,Michael Mann,"['Russell Crowe', 'Al Pacino', 'Christopher Plummer', 'Diane Venora']"
2017,Downsizing,68000000,24449754,54462971,5.8,135,Drama,63.0,Alexander Payne,"['Matt Damon', 'Christoph Waltz', 'Hong Chau', 'Kristen Wiig']"
2021,Reminiscence,67972729,3900193,15451008,5.9,116,Mystery,46.0,Lisa Joy,"['Hugh Jackman', 'Rebecca Ferguson', 'Thandiwe Newton', 'Cliff Curtis']"
2008,Body of Lies,67500000,39394666,118556530,7.0,128,Action,57.0,Ridley Scott,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong', 'Golshifteh Farahani']"
2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,5.9,105,Action,42.0,Timur Bekmambetov,"['Benjamin Walker', 'Rufus Sewell', 'Dominic Cooper', 'Anthony Mackie']"
2020,The New Mutants,67000000,23855569,44612280,5.3,94,Action,43.0,Josh Boone,"['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton', 'Alice Braga']"
1996,Last Man Standing,67000000,18115927,18149997,6.4,101,Action,44.0,Walter Hill,"['Bruce Willis', 'Bruce Dern', 'William Sanderson', 'Christopher Walken']"
2007,The Last Legion,67000000,5932060,25357771,5.4,101,Action,37.0,Doug Lefler,"['Colin Firth', 'Ben Kingsley', 'Aishwarya Rai Bachchan', 'Peter Mullan']"
1999,Entrapment,66000000,87707396,211700000,6.3,113,Action,54.0,Jon Amiel,"['Sean Connery', 'Catherine Zeta-Jones', 'Ving Rhames', 'Will Patton']"
2014,Need for Speed,66000000,43568507,194169619,6.4,132,Action,39.0,Scott Waugh,"['Aaron Paul', 'Dominic Cooper', 'Imogen Poots', 'Kid Cudi']"
1998,Saving Private Ryan,65000000,216335085,485035085,8.6,169,Drama,91.0,Steven Spielberg,"['Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns']"
2000,What Women Want,65000000,182805123,374105123,6.4,127,Comedy,47.0,Nancy Meyers,"['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda']"
2012,Lincoln,65000000,182207973,273346281,7.3,150,Biography,87.0,Steven Spielberg,"['Daniel Day-Lewis', 'Sally Field', 'David Strathairn', 'Joseph Gordon-Levitt']"
2002,Ice Age,65000000,176387405,386116343,7.5,81,Animation,61.0,Chris Wedge,"['Carlos Saldanha', 'Denis Leary', 'John Leguizamo', 'Ray Romano', 'Goran Visnjic']"
1995,Apollo 13,65000000,173772767,335802271,7.7,140,Adventure,77.0,Ron Howard,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']"
1999,The Matrix,65000000,173396389,465377200,8.7,136,Action,73.0,Lana Wachowski,"['Lilly Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']"
2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527848903,6.3,97,Animation,54.0,Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James']"
2002,The Santa Clause 2,65000000,139225854,172825854,5.7,104,Comedy,48.0,Michael Lembeck,"['Tim Allen', 'Spencer Breslin', 'Elizabeth Mitchell', 'Eric Lloyd']"
2014,Unbroken,65000000,115637895,163527824,7.2,137,Action,59.0,Angelina Jolie,"[""Jack O'Connell"", 'Miyavi', 'Domhnall Gleeson', 'Garrett Hedlund']"
2010,Due Date,65000000,100539043,211739043,6.5,95,Comedy,51.0,Todd Phillips,"['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan', 'Jamie Foxx']"
2008,Step Brothers,65000000,100468793,128107642,6.9,98,Comedy,51.0,Adam McKay,"['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen', 'Richard Jenkins']"
1995,Jumanji,65000000,100458310,262758310,7.0,104,Adventure,39.0,Joe Johnston,"['Robin Williams', 'Kirsten Dunst', 'Bonnie Hunt', 'Jonathan Hyde']"
1998,The Mask of Zorro,65000000,93828745,233700000,6.8,136,Action,63.0,Martin Campbell,"['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones', 'José María de Tavira']"
2000,Space Cowboys,65000000,90454043,128874043,6.5,130,Action,73.0,Clint Eastwood,"['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner']"
1993,Cliffhanger,65000000,84049211,255000000,6.5,113,Action,60.0,Renny Harlin,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner']"
1996,Broken Arrow,65000000,70645997,148345997,6.1,108,Action,61.0,John Woo,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo']"
2006,World Trade Center,65000000,70278893,163295654,6.0,129,Drama,66.0,Oliver Stone,"['Nicolas Cage', 'Michael Peña', 'Maria Bello', 'Maggie Gyllenhaal']"
2000,The Kid,65000000,69688384,69688384,6.1,104,Comedy,45.0,Jon Turteltaub,"['Bruce Willis', 'Spencer Breslin', 'Emily Mortimer', 'Lily Tomlin']"
2003,Mona Lisa Smile,65000000,63803100,141205169,6.5,117,Drama,45.0,Mike Newell,"['Julia Roberts', 'Kirsten Dunst', 'Julia Stiles', 'Maggie Gyllenhaal']"
2012,The Dictator,65000000,59650222,180148897,6.4,83,Comedy,58.0,Larry Charles,"['Sacha Baron Cohen', 'Anna Faris', 'John C. Reilly', 'Ben Kingsley']"
2020,The Croods: A New Age,65000000,58568815,214952707,6.9,95,Animation,56.0,Joel Crawford,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds', 'Catherine Keener']"
1999,Eyes Wide Shut,65000000,55691208,104264617,7.5,159,Drama,68.0,Stanley Kubrick,"['Tom Cruise', 'Nicole Kidman', 'Todd Field', 'Sydney Pollack']"
2012,This Means War,65000000,54760791,156974557,6.3,103,Action,31.0,McG,"['Reese Witherspoon', 'Chris Pine', 'Tom Hardy', 'Til Schweiger']"
2015,Focus,65000000,53862963,168065700,6.6,105,Comedy,56.0,Glenn Ficarra,"['John Requa', 'Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Adrian Martinez']"
2004,Blade: Trinity,65000000,52397389,131353165,5.8,113,Action,38.0,David S,"['Wesley Snipes', 'Kris Kristofferson', 'Parker Posey', 'Ryan Reynolds']"
2006,We Are Marshall,65000000,43545364,43545364,7.0,131,Drama,53.0,McG,"['Matthew McConaughey', 'Matthew Fox', 'Anthony Mackie', 'David Strathairn']"
2015,Everest,65000000,43482270,221297061,7.1,121,Action,64.0,Baltasar Kormákur,"['Jason Clarke', 'Ang Phula Sherpa', 'Thomas M. Wright', 'Martin Henderson']"
2012,Resident Evil: Retribution,65000000,42345531,240647629,5.3,95,Action,39.0,Paul W,"['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez', 'Aryana Engineer']"
2019,The Angry Birds Movie 2,65000000,41657076,152018812,6.4,97,Animation,60.0,Thurop Van Orman,"['John Rice', 'Jason Sudeikis', 'Josh Gad', 'Leslie Jones', 'Bill Hader']"
1998,Primary Colors,65000000,39017984,39017984,6.7,143,Comedy,70.0,Mike Nichols,"['John Travolta', 'Emma Thompson', 'Kathy Bates', 'Larry Hagman']"
1999,Fight Club,65000000,37030102,100820947,8.8,139,Drama,66.0,David Fincher,"['Brad Pitt', 'Edward Norton', 'Meat Loaf', 'Zach Grenier']"
2008,Death Race,65000000,36316032,72516819,6.4,105,Action,43.0,Paul W,"['Jason Statham', 'Joan Allen', 'Tyrese Gibson', 'Ian McShane']"
1996,The Long Kiss Goodnight,65000000,33447612,33447612,6.8,121,Action,44.0,Renny Harlin,"['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima', 'Craig Bierko']"
2000,Proof of Life,65000000,32598931,62761005,6.3,135,Action,45.0,Taylor Hackford,"['Meg Ryan', 'Russell Crowe', 'David Morse', 'Pamela Reed']"
2003,The Missing,65000000,26900336,38253433,6.5,137,Adventure,55.0,Ron Howard,"['Tommy Lee Jones', 'Cate Blanchett', 'Evan Rachel Wood', 'Jenna Boyd']"
2005,Elektra,65000000,24409722,56824633,4.7,97,Action,34.0,Rob Bowman,"['Jennifer Garner', 'Goran Visnjic', 'Will Yun Lee', 'Kirsten Zien']"
2009,Astro Boy,65000000,19551067,41636243,6.2,94,Animation,53.0,David Bowers,"['Freddie Highmore', 'Nicolas Cage', 'Kristen Bell', 'Charlize Theron']"
2019,Underwater,65000000,17291078,39194264,5.9,95,Action,48.0,William Eubank,"['Kristen Stewart', 'Vincent Cassel', 'Mamoudou Athie', 'T.J. Miller']"
1991,Hudson Hawk,65000000,17218916,17218916,5.7,100,Action,17.0,Michael Lehmann,"['Bruce Willis', 'Danny Aiello', 'Andie MacDowell', 'James Coburn']"
2014,Sin City: A Dame to Kill For,65000000,13757804,40650842,6.5,102,Action,46.0,Frank Miller,"['Robert Rodriguez', 'Mickey Rourke', 'Jessica Alba', 'Josh Brolin', 'Joseph Gordon-Levitt']"
2016,Live by Night,65000000,10378555,21774432,6.4,129,Action,49.0,Ben Affleck,"['Ben Affleck', 'Elle Fanning', 'Brendan Gleeson', 'Chris Messina']"
2000,Lucky Numbers,65000000,10014234,10014234,5.1,105,Comedy,31.0,Nora Ephron,"['John Travolta', 'Lisa Kudrow', 'Tim Roth', ""Ed O'Neill""]"
2020,Extraction,65000000,0,0,6.7,116,Action,56.0,Sam Hargrave,"['Chris Hemsworth', 'Bryon Lerum', 'Ryder Lerum', 'Rudhraksh Jaiswal']"
1999,Random Hearts,64000000,31054924,63200000,5.3,133,Drama,38.0,Sydney Pollack,"['Harrison Ford', 'Kristin Scott Thomas', 'Charles S. Dutton', 'Bonnie Hunt']"
2006,Perfume: The Story of a Murderer,63700000,2223293,133603463,7.5,147,Crime,56.0,Tom Tykwer,"['Ben Whishaw', 'Dustin Hoffman', 'Alan Rickman', 'Francesc Albiol']"
1993,Jurassic Park,63000000,402523348,1045573035,8.2,127,Action,68.0,Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough']"
2002,Austin Powers in Goldmember,63000000,213117789,296338663,6.2,94,Action,62.0,Jay Roach,"['Mike Myers', 'Beyoncé', 'Seth Green', 'Michael York']"
2011,Hop,63000000,108085305,188494082,5.4,95,Animation,41.0,Tim Hill,"['Russell Brand', 'James Marsden', 'Elizabeth Perkins', 'Kaley Cuoco']"
2017,American Assassin,63000000,36249674,68310140,6.2,111,Action,45.0,Michael Cuesta,"[""Dylan O'Brien"", 'Michael Keaton', 'Sanaa Lathan', 'Taylor Kitsch']"
1994,Wyatt Earp,63000000,25052000,25052000,6.7,191,Action,47.0,Lawrence Kasdan,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman', 'David Andrews']"
1994,Clear and Present Danger,62000000,122012656,207500000,6.9,141,Action,74.0,Phillip Noyce,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer', 'Joaquim de Almeida']"
2000,U-571,62000000,77086030,127630030,6.6,116,Action,62.0,Jonathan Mostow,"['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi']"
1995,The American President,62000000,60022813,107822813,6.8,114,Comedy,67.0,Rob Reiner,"['Michael Douglas', 'Annette Bening', 'Martin Sheen', 'Michael J. Fox']"
2015,The Hateful Eight,62000000,54117416,152366784,7.8,168,Crime,68.0,Quentin Tarantino,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']"
2001,3000 Miles to Graceland,62000000,15738632,18708848,5.9,125,Action,21.0,Demian Lichtenstein,"['Kurt Russell', 'Kevin Costner', 'Courteney Cox', 'Christian Slater']"
2014,Gone Girl,61000000,167767189,367160781,8.1,149,Drama,79.0,David Fincher,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry']"
2007,Blades of Glory,61000000,118594548,145594548,6.3,93,Comedy,64.0,Josh Gordon,"['Will Speck', 'Will Ferrell', 'Jon Heder', 'Amy Poehler', 'Will Arnett']"
2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,6.3,131,Action,43.0,Wes Ball,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Giancarlo Esposito']"
2013,2 Guns,61000000,75612460,132493015,6.7,109,Action,55.0,Baltasar Kormákur,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton', 'Bill Paxton']"
2018,Maze Runner: The Death Cure,61000000,58032443,265878536,6.2,143,Action,50.0,Wes Ball,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario', 'Thomas Brodie-Sangster']"
2004,Meet the Fockers,60000000,279167575,516567575,6.3,115,Comedy,41.0,Jay Roach,"['Ben Stiller', 'Robert De Niro', 'Blythe Danner', 'Teri Polo']"
2014,The Lego Movie,60000000,257784718,468084718,7.7,100,Animation,83.0,Phil Lord,"['Christopher Miller', 'Chris Pratt', 'Will Ferrell', 'Elizabeth Banks', 'Will Arnett']"
2007,300,60000000,210614939,454161935,7.6,117,Action,52.0,Zack Snyder,"['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West']"
2007,Wild Hogs,60000000,168213584,253555383,5.8,100,Action,27.0,Walt Becker,"['Tim Allen', 'Martin Lawrence', 'John Travolta', 'William H. Macy']"
2008,Marley & Me,60000000,143153751,247812011,7.0,115,Drama,53.0,David Frankel,"['Owen Wilson', 'Jennifer Aniston', 'Eric Dane', 'Kathleen Turner']"
1999,The Green Mile,60000000,136801374,290701374,8.6,189,Crime,61.0,Frank Darabont,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt']"
1998,The Truman Show,60000000,125618201,264118201,8.2,103,Comedy,90.0,Peter Weir,"['Jim Carrey', 'Ed Harris', 'Laura Linney', 'Noah Emmerich']"
2016,Sully,60000000,125070033,238524556,7.4,96,Biography,74.0,Clint Eastwood,"['Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Valerie Mahaffey']"
2002,The Bourne Identity,60000000,121468960,214357371,7.9,119,Action,68.0,Doug Liman,"['Franka Potente', 'Matt Damon', 'Chris Cooper', 'Clive Owen']"
2009,Couples Retreat,60000000,109205660,172450423,5.5,113,Comedy,23.0,Peter Billingsley,"['Vince Vaughn', 'Malin Akerman', 'Jon Favreau', 'Jason Bateman']"
2003,Daddy Day Care,60000000,104148781,164285587,5.6,92,Comedy,39.0,Steve Carr,"['Eddie Murphy', 'Jeff Garlin', 'Anjelica Huston', 'Steve Zahn']"
1998,The Prince of Egypt,60000000,101413188,218613188,7.2,99,Animation,64.0,Brenda Chapman,"['Steve Hickner', 'Simon Wells', 'Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock']"
2004,Collateral,60000000,100170152,217602967,7.5,120,Action,71.0,Michael Mann,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Mark Ruffalo']"
2001,Cats & Dogs,60000000,93375151,200700000,5.1,87,Action,47.0,Lawrence Guterman,"['Alec Baldwin', 'Tobey Maguire', 'Jeff Goldblum', 'Elizabeth Perkins']"
2002,Two Weeks Notice,60000000,93354918,199043309,6.1,101,Comedy,42.0,Marc Lawrence,"['Sandra Bullock', 'Hugh Grant', 'Alicia Witt', 'Dana Ivey']"
1998,Antz,60000000,90757863,152457863,6.5,83,Animation,72.0,Eric Darnell,"['Tim Johnson', 'Woody Allen', 'Sharon Stone', 'Gene Hackman', 'Sylvester Stallone']"
2002,The Scorpion King,60000000,90580000,165890634,5.5,92,Action,45.0,Chuck Russell,"['Dwayne Johnson', 'Steven Brand', 'Michael Clarke Duncan', 'Kelly Hu']"
2010,Red,60000000,90380162,196439693,7.0,93,Drama,61.0,Trygve Allister Diesen,"['Lucky McKee', 'Brian Cox', 'Noel Fisher', 'Kyle Gallner', 'Shiloh Fernandez']"
2004,Starsky & Hutch,60000000,88200225,170200225,6.1,101,Comedy,55.0,Todd Phillips,"['Ben Stiller', 'Owen Wilson', 'Snoop Dogg', 'Vince Vaughn']"
1990,Days of Thunder,60000000,82670733,157670733,6.1,107,Action,60.0,Tony Scott,"['Tom Cruise', 'Nicole Kidman', 'Robert Duvall', 'Randy Quaid']"
2005,Cheaper by the Dozen 2,60000000,82571173,135015330,5.5,94,Adventure,34.0,Adam Shankman,"['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Eugene Levy']"
2010,Eat Pray Love,60000000,80574010,206598789,5.8,133,Biography,50.0,Ryan Murphy,"['Julia Roberts', 'Javier Bardem', 'Richard Jenkins', 'Viola Davis']"
2012,Jack Reacher,60000000,80070736,217370736,7.0,130,Action,50.0,Christopher McQuarrie,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Werner Herzog']"
2004,Man on Fire,60000000,77906816,130968579,7.7,146,Action,47.0,Tony Scott,"['Denzel Washington', 'Christopher Walken', 'Dakota Fanning', 'Radha Mitchell']"
2000,The Family Man,60000000,75764085,124715863,6.8,125,Comedy,42.0,Brett Ratner,"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle', 'Jeremy Piven']"
2011,Contagion,60000000,75658097,137551594,6.8,106,Drama,70.0,Steven Soderbergh,"['Matt Damon', 'Kate Winslet', 'Jude Law', 'Gwyneth Paltrow']"
1999,Any Given Sunday,60000000,75530832,100230832,6.9,162,Drama,52.0,Oliver Stone,"['Al Pacino', 'Dennis Quaid', 'Cameron Diaz', 'James Woods']"
1998,The Horse Whisperer,60000000,75383563,186883563,6.7,169,Drama,65.0,Robert Redford,"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Dianne Wiest']"
2009,Coraline,60000000,75286229,126037057,7.7,100,Animation,80.0,Henry Selick,"['Dakota Fanning', 'Teri Hatcher', 'John Hodgman', 'Jennifer Saunders']"
2004,Ladder 49,60000000,74541707,102332848,6.5,115,Action,47.0,Jay Russell,"['Joaquin Phoenix', 'John Travolta', 'Jacinda Barrett', 'Robert Patrick']"
1999,Deep Blue Sea,60000000,73648228,165048228,5.9,105,Action,54.0,Renny Harlin,"['Thomas Jane', 'Saffron Burrows', 'Samuel L. Jackson', 'Jacqueline McKenzie']"
2008,The Happening,60000000,64506874,162778384,5.0,91,Adventure,34.0,M,"['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo', 'Ashlyn Sanchez']"
2016,London Has Fallen,60000000,62524260,195194085,5.9,99,Action,28.0,Babak Najafi,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett']"
2000,Rules of Engagement,60000000,61322858,71719931,6.4,128,Drama,45.0,William Friedkin,"['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Ben Kingsley']"
1996,Jingle All the Way,60000000,60592389,129832389,5.7,89,Adventure,34.0,Brian Levant,"['Arnold Schwarzenegger', 'Sinbad', 'Phil Hartman', 'Rita Wilson']"
2016,Jack Reacher: Never Go Back,60000000,58697076,159946489,6.1,118,Action,47.0,Edward Zwick,"['Tom Cruise', 'Cobie Smulders', 'Aldis Hodge', 'Robert Knepper']"
2017,Baywatch,60000000,58060186,175863783,5.5,116,Action,37.0,Seth Gordon,"['Dwayne Johnson', 'Zac Efron', 'Alexandra Daddario', 'Priyanka Chopra Jonas']"
1998,U.S. Marshals,60000000,57833603,57833603,6.5,131,Action,47.0,Stuart Baird,"['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.', 'Joe Pantoliano']"
1998,A Civil Action,60000000,56709981,56709981,6.6,115,Drama,68.0,Steven Zaillian,"['John Travolta', 'Robert Duvall', 'Kathleen Quinlan', 'Tony Shalhoub']"
2015,Joy,60000000,56451232,101134059,6.6,124,Biography,56.0,David O,"['Jennifer Lawrence', 'Robert De Niro', 'Bradley Cooper', 'Edgar Ramírez']"
2012,ParaNorman,60000000,56003051,108119662,7.0,92,Animation,72.0,Chris Butler,"['Sam Fell', 'Kodi Smit-McPhee', 'Anna Kendrick', 'Christopher Mintz-Plasse', 'Tucker Albrizzi']"
1997,The Jackal,60000000,54956941,159356941,6.4,124,Action,36.0,Michael Caton,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier', 'Diane Venora']"
2003,Paycheck,60000000,53789313,98819789,6.3,119,Action,43.0,John Woo,"['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Michael C. Hall']"
2008,The Tale of Despereaux,60000000,50877145,90482317,6.1,93,Animation,53.0,Sam Fell,"['Robert Stevenhagen', 'Matthew Broderick', 'Emma Watson', 'Dustin Hoffman', 'Tracey Ullman']"
2014,The Boxtrolls,60000000,50837305,111898741,6.8,96,Animation,61.0,Graham Annable,"['Anthony Stacchi', 'Ben Kingsley', 'Jared Harris', 'Nick Frost', 'Richard Ayoade']"
2017,The Dark Tower,60000000,50701325,113461527,5.6,95,Action,34.0,Nikolaj Arcel,"['Idris Elba', 'Matthew McConaughey', 'Tom Taylor', 'Dennis Haysbert']"
2002,The Tuxedo,60000000,50586000,104429625,5.4,98,Action,30.0,Kevin Donovan,"['Jackie Chan', 'Jennifer Love Hewitt', 'Jason Isaacs', 'Debi Mazar']"
2014,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,6.2,105,Action,57.0,Kenneth Branagh,"['Chris Pine', 'Kevin Costner', 'Keira Knightley', 'Kenneth Branagh']"
1995,Under Siege 2: Dark Territory,60000000,50024083,104324083,5.5,100,Action,52.0,Geoff Murphy,"['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl']"
2018,Vice,60000000,47836282,70893782,7.2,132,Biography,61.0,Adam McKay,"['Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell']"
1997,Alien: Resurrection,60000000,47795018,160700000,6.2,109,Action,63.0,Jean,"['Sigourney Weaver', 'Winona Ryder', 'Dominique Pinon', 'Ron Perlman']"
2007,Shooter,60000000,47003582,95538560,7.1,124,Action,53.0,Antoine Fuqua,"['Mark Wahlberg', 'Michael Peña', 'Rhona Mitra', 'Danny Glover']"
1998,Practical Magic,60000000,46850558,68336997,6.3,104,Comedy,46.0,Griffin Dunne,"['Sandra Bullock', 'Nicole Kidman', 'Stockard Channing', 'Dianne Wiest']"
2013,Gangster Squad,60000000,46000903,104100903,6.7,113,Action,40.0,Ruben Fleischer,"['Sean Penn', 'Ryan Gosling', 'Emma Stone', 'Giovanni Ribisi']"
2017,Smurfs: The Lost Village,60000000,45020282,197578586,6.0,90,Animation,40.0,Kelly Asbury,"['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello', 'Jack McBrayer']"
2018,First Man,60000000,44936545,105703325,7.3,141,Biography,84.0,Damien Chazelle,"['Ryan Gosling', 'Claire Foy', 'Jason Clarke', 'Kyle Chandler']"
2009,Year One,60000000,43337279,57604723,4.9,97,Comedy,34.0,Harold Ramis,"['Jack Black', 'Michael Cera', 'Olivia Wilde', 'Oliver Platt']"
2010,Edge of Darkness,60000000,43313890,82812456,6.6,117,Action,55.0,Martin Campbell,"['Mel Gibson', 'Ray Winstone', 'Danny Huston', 'Bojana Novakovic']"
2002,Star Trek: Nemesis,60000000,43254409,67312826,6.4,116,Action,51.0,Stuart Baird,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']"
2002,Reign of Fire,60000000,43061982,82150183,6.2,101,Action,39.0,Rob Bowman,"['Matthew McConaughey', 'Christian Bale', 'Izabella Scorupco', 'Gerard Butler']"
2009,Planet 51,60000000,42194060,108996113,6.0,91,Animation,39.0,Jorge Blanco,"['Javier Abad', 'Marcos Martínez', 'Dwayne Johnson', 'Seann William Scott', 'Jessica Biel', 'Justin Long']"
2009,Duplicity,60000000,40572825,81079566,6.1,125,Comedy,69.0,Tony Gilroy,"['Julia Roberts', 'Clive Owen', 'Tom Wilkinson', 'Paul Giamatti']"
2008,Righteous Kill,60000000,40081410,78481410,6.0,101,Crime,36.0,Jon Avnet,"['Robert De Niro', 'Al Pacino', 'Carla Gugino', '50 Cent']"
2009,Invictus,60000000,37491364,124514011,7.3,134,Action,74.0,Clint Eastwood,"['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge', 'Patrick Mofokeng']"
2009,State of Play,60000000,37017955,88832210,7.1,127,Crime,64.0,Kevin Macdonald,"['Russell Crowe', 'Rachel McAdams', 'Ben Affleck', 'Helen Mirren']"
